,SERIALNO,DIVISION
15889,2014000319431,8
15890,2014000319799,8
15891,2014000320077,8
15892,2014000320082,8
15893,2014000320194,8
15894,2014000320264,8
15895,2014000320339,8
15896,2014000320471,8
15897,2014000321328,8
15898,2014000321543,8
15899,2014000322196,8
15900,2014000322250,8
15901,2014000322304,8
15902,2014000322397,8
15903,2014000322743,8
15904,2014000322959,8
15905,2014000323013,8
15906,2014000323033,8
15907,2014000323416,8
15908,2014000324142,8
15909,2014000324277,8
15910,2014000324427,8
15911,2014000324454,8
15912,2014000324493,8
15913,2014000325356,8
15914,2014000325624,8
15915,2014000325640,8
15916,2014000325671,8
15917,2014000325885,8
15918,2014000326018,8
15919,2014000326181,8
15920,2014000326635,8
15921,2014000326775,8
15922,2014000327117,8
15923,2014000327466,8
15924,2014000327600,8
15925,2014000328114,8
15926,2014000329024,8
15927,2014000329213,8
15928,2014000329404,8
15929,2014000329422,8
15930,2014000329666,8
15931,2014000330113,8
15932,2014000330239,8
15933,2014000330400,8
15934,2014000330650,8
15935,2014000330934,8
15936,2014000330958,8
15937,2014000331180,8
15938,2014000331807,8
15939,2014000332150,8
15940,2014000332155,8
15941,2014000332194,8
15942,2014000332366,8
15943,2014000332522,8
15944,2014000332613,8
15945,2014000332902,8
15946,2014000333246,8
15947,2014000333253,8
15948,2014000333408,8
15949,2014000333445,8
15950,2014000333516,8
15951,2014000333860,8
15952,2014000334076,8
15953,2014000334199,8
15954,2014000334656,8
15955,2014000334768,8
15956,2014000335095,8
15957,2014000335153,8
15958,2014000335339,8
15959,2014000335624,8
15960,2014000335700,8
15961,2014000335862,8
15962,2014000336158,8
15963,2014000336417,8
15964,2014000336733,8
15965,2014000336797,8
15966,2014000336916,8
15967,2014000337077,8
15968,2014000337225,8
15969,2014000337712,8
15970,2014000337826,8
15971,2014000337928,8
15972,2014000338016,8
15973,2014000338018,8
15974,2014000338179,8
15975,2014000338202,8
15976,2014000338799,8
15977,2014000339266,8
15978,2014000339338,8
15979,2014000339911,8
15980,2014000340039,8
15981,2014000340106,8
15982,2014000340305,8
15983,2014000340428,8
15984,2014000340788,8
15985,2014000340959,8
15986,2014000341048,8
15987,2014000341408,8
15988,2014000341569,8
15989,2014000342296,8
15990,2014000342389,8
15991,2014000342488,8
15992,2014000342564,8
15993,2014000342798,8
15994,2014000342817,8
15995,2014000342866,8
15996,2014000343092,8
15997,2014000343214,8
15998,2014000343302,8
15999,2014000343336,8
16000,2014000343360,8
16001,2014000343552,8
16002,2014000343575,8
16003,2014000344030,8
16004,2014000344240,8
16005,2014000344365,8
16006,2014000344529,8
16007,2014000345342,8
16008,2014000345967,8
16009,2014000346048,8
16010,2014000346141,8
16011,2014000347058,8
16012,2014000347163,8
16013,2014000347312,8
16014,2014000347402,8
16015,2014000347538,8
16016,2014000347548,8
16017,2014000347566,8
16018,2014000347810,8
16019,2014000348084,8
16020,2014000348288,8
16021,2014000348474,8
16022,2014000348539,8
16023,2014000348586,8
16024,2014000348809,8
16025,2014000348917,8
16026,2014000349083,8
16027,2014000349182,8
16028,2014000349443,8
16029,2014000349524,8
16030,2014000349601,8
16031,2014000349822,8
16032,2014000349877,8
16033,2014000350037,8
16034,2014000350054,8
16035,2014000350131,8
16036,2014000350209,8
16037,2014000350974,8
16038,2014000351028,8
16039,2014000351222,8
16040,2014000351569,8
16041,2014000351613,8
16042,2014000351803,8
16043,2014000351915,8
16044,2014000352064,8
16045,2014000352309,8
16046,2014000352360,8
16047,2014000352449,8
16048,2014000352475,8
16049,2014000352569,8
16050,2014000352978,8
16051,2014000353048,8
16052,2014000353250,8
16053,2014000353253,8
16054,2014000353419,8
16055,2014000353494,8
16056,2014000353540,8
16057,2014000353670,8
16058,2014000353788,8
16059,2014000353903,8
16060,2014000354227,8
16061,2014000354833,8
16062,2014000354950,8
16063,2014000355072,8
16064,2014000355282,8
16065,2014000356611,8
16066,2014000356751,8
16067,2014000356856,8
16068,2014000357061,8
16069,2014000357124,8
16070,2014000357288,8
16071,2014000357723,8
16072,2014000357805,8
16073,2014000358437,8
16074,2014000358540,8
16075,2014000358630,8
16076,2014000358696,8
16077,2014000358864,8
16078,2014000359376,8
16079,2014000359394,8
16080,2014000359457,8
16081,2014000359539,8
16082,2014000360005,8
16083,2014000360070,8
16084,2014000360338,8
16085,2014000360462,8
16086,2014000360642,8
16087,2014000360844,8
16088,2014000360897,8
16089,2014000360938,8
16090,2014000361521,8
16091,2014000361522,8
16092,2014000361874,8
16093,2014000361917,8
16094,2014000362079,8
16095,2014000362239,8
16096,2014000362282,8
16097,2014000362731,8
16098,2014000362841,8
16099,2014000362872,8
16100,2014000363071,8
16101,2014000363074,8
16102,2014000363162,8
16103,2014000363392,8
16104,2014000363452,8
16105,2014000364393,8
16106,2014000364586,8
16107,2014000365032,8
16108,2014000365318,8
16109,2014000365986,8
16110,2014000366267,8
16111,2014000366275,8
16112,2014000366398,8
16113,2014000366461,8
16114,2014000367537,8
16115,2014000367751,8
16116,2014000367797,8
16117,2014000368591,8
16118,2014000368657,8
16119,2014000368665,8
16120,2014000368862,8
16121,2014000369428,8
16122,2014000369538,8
16123,2014000369546,8
16124,2014000369652,8
16125,2014000369653,8
16126,2014000369894,8
16127,2014000370641,8
16128,2014000370687,8
16129,2014000370959,8
16130,2014000371490,8
16131,2014000371630,8
16132,2014000371801,8
16133,2014000371823,8
16134,2014000372524,8
16135,2014000372551,8
16136,2014000372772,8
16137,2014000372863,8
16138,2014000373008,8
16139,2014000373184,8
16140,2014000373318,8
16141,2014000373420,8
16142,2014000373515,8
16143,2014000373546,8
16144,2014000373999,8
16145,2014000374103,8
16146,2014000374180,8
16147,2014000374391,8
16148,2014000375828,8
16149,2014000375872,8
16150,2014000375874,8
16151,2014000375955,8
16152,2014000375967,8
16153,2014000375971,8
16154,2014000376173,8
16155,2014000376283,8
16156,2014000376333,8
16157,2014000376357,8
16158,2014000377087,8
16159,2014000377149,8
16160,2014000377643,8
16161,2014000377707,8
16162,2014000377924,8
16163,2014000378027,8
16164,2014000378351,8
16165,2014000378450,8
16166,2014000378528,8
16167,2014000378594,8
16168,2014000378924,8
16169,2014000378953,8
16170,2014000379143,8
16171,2014000379173,8
16172,2014000379215,8
16173,2014000379287,8
16174,2014000379673,8
16175,2014000379781,8
16176,2014000379788,8
16177,2014000379798,8
16178,2014000379913,8
16179,2014000380546,8
16180,2014000380616,8
16181,2014000380635,8
16182,2014000380673,8
16183,2014000380872,8
16184,2014000380879,8
16185,2014000380908,8
16186,2014000380964,8
16187,2014000381327,8
16188,2014000381506,8
16189,2014000381601,8
16190,2014000381920,8
16191,2014000382115,8
16192,2014000382127,8
16193,2014000382332,8
16194,2014000382628,8
16195,2014000382809,8
16196,2014000382977,8
16197,2014000383081,8
16198,2014000383316,8
16199,2014000383319,8
16200,2014000383432,8
16201,2014000383738,8
16202,2014000383854,8
16203,2014000383929,8
16204,2014000384100,8
16205,2014000384383,8
16206,2014000384653,8
16207,2014000384734,8
16208,2014000385110,8
16209,2014000385292,8
16210,2014000385454,8
16211,2014000385987,8
16212,2014000386050,8
16213,2014000386291,8
16214,2014000386760,8
16215,2014000386789,8
16216,2014000386866,8
16217,2014000386880,8
16218,2014000387049,8
16219,2014000387118,8
16220,2014000387170,8
16221,2014000387229,8
16222,2014000387746,8
16223,2014000387836,8
16224,2014000388328,8
16225,2014000388538,8
16226,2014000388623,8
16227,2014000388912,8
16228,2014000388965,8
16229,2014000389062,8
16230,2014000389210,8
16231,2014000389336,8
16232,2014000389436,8
16233,2014000389461,8
16234,2014000389694,8
16235,2014000389835,8
16236,2014000389891,8
16237,2014000390086,8
16238,2014000390146,8
16239,2014000390281,8
16240,2014000390968,8
16241,2014000391095,8
16242,2014000391162,8
16243,2014000391258,8
16244,2014000391616,8
16245,2014000391678,8
16246,2014000391796,8
16247,2014000391886,8
16248,2014000391971,8
16249,2014000392011,8
16250,2014000392782,8
16251,2014000393086,8
16252,2014000393331,8
16253,2014000393381,8
16254,2014000393610,8
16255,2014000393747,8
16256,2014000394096,8
16257,2014000394200,8
16258,2014000394512,8
16259,2014000394620,8
16260,2014000394843,8
16261,2014000394983,8
16262,2014000394985,8
16263,2014000395368,8
16264,2014000395559,8
16265,2014000395838,8
16266,2014000395884,8
16267,2014000395916,8
16268,2014000395942,8
16269,2014000396797,8
16270,2014000397557,8
16271,2014000397782,8
16272,2014000397836,8
16273,2014000398075,8
16274,2014000398128,8
16275,2014000398174,8
16276,2014000398514,8
16277,2014000398553,8
16278,2014000398592,8
16279,2014000398639,8
16280,2014000398795,8
16281,2014000398954,8
16282,2014000399053,8
16283,2014000399063,8
16284,2014000399106,8
16285,2014000399125,8
16286,2014000399191,8
16287,2014000399217,8
16288,2014000399455,8
16289,2014000399493,8
16290,2014000399509,8
16291,2014000399512,8
16292,2014000400066,8
16293,2014000400153,8
16294,2014000400171,8
16295,2014000401115,8
16296,2014000401189,8
16297,2014000401212,8
16298,2014000401217,8
16299,2014000401706,8
16300,2014000401829,8
16301,2014000402129,8
16302,2014000402200,8
16303,2014000402324,8
16304,2014000402406,8
16305,2014000402644,8
16306,2014000402708,8
16307,2014000402997,8
16308,2014000403258,8
16309,2014000403541,8
16310,2014000403737,8
16311,2014000404021,8
16312,2014000404354,8
16313,2014000405262,8
16314,2014000405892,8
16315,2014000406028,8
16316,2014000406093,8
16317,2014000406310,8
16318,2014000406492,8
16319,2014000406592,8
16320,2014000406818,8
16321,2014000406854,8
16322,2014000406869,8
16323,2014000406930,8
16324,2014000407008,8
16325,2014000407473,8
16326,2014000407655,8
16327,2014000407855,8
16328,2014000408307,8
16329,2014000408336,8
16330,2014000408479,8
16331,2014000408747,8
16332,2014000409378,8
16333,2014000409513,8
16334,2014000410033,8
16335,2014000410449,8
16336,2014000410561,8
16337,2014000410638,8
16338,2014000410918,8
16339,2014000411281,8
16340,2014000411484,8
16341,2014000411494,8
16342,2014000411907,8
16343,2014000411954,8
16344,2014000412118,8
16345,2014000412444,8
16346,2014000413000,8
16347,2014000413779,8
16348,2014000414176,8
16349,2014000414455,8
16350,2014000415047,8
16351,2014000415222,8
16352,2014000415248,8
16353,2014000415561,8
16354,2014000415770,8
16355,2014000415848,8
16356,2014000416232,8
16357,2014000416561,8
16358,2014000416836,8
16359,2014000416865,8
16360,2014000417106,8
16361,2014000417517,8
16362,2014000417650,8
16363,2014000418194,8
16364,2014000418266,8
16365,2014000419035,8
16366,2014000419175,8
16367,2014000419187,8
16368,2014000419609,8
16369,2014000419621,8
16370,2014000419886,8
16371,2014000419952,8
16372,2014000420261,8
16373,2014000420425,8
16374,2014000420660,8
16375,2014000420770,8
16376,2014000420859,8
16377,2014000420970,8
16378,2014000421326,8
16379,2014000421355,8
16380,2014000421877,8
16381,2014000422042,8
16382,2014000422227,8
16383,2014000422630,8
16384,2014000423049,8
16385,2014000423166,8
16386,2014000423462,8
16387,2014000424344,8
16388,2014000424516,8
16389,2014000424746,8
16390,2014000425088,8
16391,2014000425246,8
16392,2014000425580,8
16393,2014000425716,8
16394,2014000426207,8
16395,2014000426221,8
16396,2014000426279,8
16397,2014000426348,8
16398,2014000426715,8
16399,2014000427419,8
16400,2014000427664,8
16401,2014000427864,8
16402,2014000427993,8
16403,2014000428022,8
16404,2014000428161,8
16405,2014000428218,8
16406,2014000428363,8
16407,2014000428378,8
16408,2014000428787,8
16409,2014000428802,8
16410,2014000429394,8
16411,2014000429526,8
16412,2014000429530,8
16413,2014000429830,8
16414,2014000429908,8
16415,2014000430647,8
16416,2014000430755,8
16417,2014000431240,8
16418,2014000431756,8
16419,2014000432334,8
16420,2014000432487,8
16421,2014000432869,8
16422,2014000433219,8
16423,2014000433323,8
16424,2014000433371,8
16425,2014000433534,8
16426,2014000433568,8
16427,2014000433667,8
16428,2014000433750,8
16429,2014000434373,8
16430,2014000434421,8
16431,2014000434453,8
16432,2014000434725,8
16433,2014000434741,8
16434,2014000434754,8
16435,2014000434760,8
16436,2014000435218,8
16437,2014000435241,8
16438,2014000435773,8
16439,2014000435874,8
16440,2014000435967,8
16441,2014000435989,8
16442,2014000436166,8
16443,2014000436833,8
16444,2014000437087,8
16445,2014000437196,8
16446,2014000437336,8
16447,2014000437546,8
16448,2014000437605,8
16449,2014000438014,8
16450,2014000438017,8
16451,2014000438168,8
16452,2014000438214,8
16453,2014000439292,8
16454,2014000439314,8
16455,2014000439350,8
16456,2014000439426,8
16457,2014000439786,8
16458,2014000440366,8
16459,2014000440431,8
16460,2014000440465,8
16461,2014000440543,8
16462,2014000440724,8
16463,2014000441082,8
16464,2014000441252,8
16465,2014000441467,8
16466,2014000441678,8
16467,2014000442162,8
16468,2014000442190,8
16469,2014000442319,8
16470,2014000442326,8
16471,2014000442393,8
16472,2014000442703,8
16473,2014000442706,8
16474,2014000442713,8
16475,2014000443090,8
16476,2014000443103,8
16477,2014000443196,8
16478,2014000443339,8
16479,2014000443458,8
16480,2014000443470,8
16481,2014000443554,8
16482,2014000443842,8
16483,2014000444666,8
16484,2014000444677,8
16485,2014000444719,8
16486,2014000444915,8
16487,2014000445106,8
16488,2014000445343,8
16489,2014000445396,8
16490,2014000445474,8
16491,2014000445866,8
16492,2014000445906,8
16493,2014000445937,8
16494,2014000445968,8
16495,2014000446124,8
16496,2014000446658,8
16497,2014000446881,8
16498,2014000446884,8
16499,2014000446952,8
16500,2014000447232,8
16501,2014000447967,8
16502,2014000448525,8
16503,2014000448853,8
16504,2014000449350,8
16505,2014000449425,8
16506,2014000449857,8
16507,2014000449934,8
16508,2014000450279,8
16509,2014000450291,8
16510,2014000450695,8
16511,2014000450732,8
16512,2014000450772,8
16513,2014000450975,8
16514,2014000450979,8
16515,2014000451228,8
16516,2014000451298,8
16517,2014000451644,8
16518,2014000451758,8
16519,2014000451857,8
16520,2014000451967,8
16521,2014000452005,8
16522,2014000452363,8
16523,2014000452668,8
16524,2014000452675,8
16525,2014000453163,8
16526,2014000453235,8
16527,2014000453257,8
16528,2014000453580,8
16529,2014000453985,8
16530,2014000454017,8
16531,2014000454263,8
16532,2014000454325,8
16533,2014000454868,8
16534,2014000455064,8
16535,2014000455164,8
16536,2014000455175,8
16537,2014000455311,8
16538,2014000455985,8
16539,2014000456071,8
16540,2014000456073,8
16541,2014000456796,8
16542,2014000456986,8
16543,2014000457196,8
16544,2014000457209,8
16545,2014000457278,8
16546,2014000457412,8
16547,2014000457573,8
16548,2014000457607,8
16549,2014000457768,8
16550,2014000457809,8
16551,2014000457812,8
16552,2014000457864,8
16553,2014000458105,8
16554,2014000458226,8
16555,2014000458327,8
16556,2014000458917,8
16557,2014000459694,8
16558,2014000459750,8
16559,2014000459753,8
16560,2014000459923,8
16561,2014000460072,8
16562,2014000460509,8
16563,2014000460635,8
16564,2014000460770,8
16565,2014000460799,8
16566,2014000461178,8
16567,2014000461253,8
16568,2014000461587,8
16569,2014000461656,8
16570,2014000461835,8
16571,2014000461846,8
16572,2014000462053,8
16573,2014000462090,8
16574,2014000462338,8
16575,2014000462439,8
16576,2014000462520,8
16577,2014000463025,8
16578,2014000463223,8
16579,2014000463636,8
16580,2014000463979,8
16581,2014000464071,8
16582,2014000464137,8
16583,2014000464440,8
16584,2014000464746,8
16585,2014000464871,8
16586,2014000465304,8
16587,2014000465672,8
16588,2014000465817,8
16589,2014000465867,8
16590,2014000466039,8
16591,2014000466316,8
16592,2014000466624,8
16593,2014000466852,8
16594,2014000467164,8
16595,2014000467488,8
16596,2014000467572,8
16597,2014000467771,8
16598,2014000467823,8
16599,2014000468051,8
16600,2014000468701,8
16601,2014000468708,8
16602,2014000468714,8
16603,2014000468977,8
16604,2014000469211,8
16605,2014000469608,8
16606,2014000469766,8
16607,2014000469803,8
16608,2014000470217,8
16609,2014000470628,8
16610,2014000471021,8
16611,2014000471208,8
16612,2014000471351,8
16613,2014000471404,8
16614,2014000471531,8
16615,2014000471678,8
16616,2014000471768,8
16617,2014000471786,8
16618,2014000471831,8
16619,2014000471858,8
16620,2014000471871,8
16621,2014000472142,8
16622,2014000472287,8
16623,2014000472712,8
16624,2014000472803,8
16625,2014000473003,8
16626,2014000473118,8
16627,2014000473126,8
16628,2014000473281,8
16629,2014000473296,8
16630,2014000473494,8
16631,2014000473523,8
16632,2014000473843,8
16633,2014000473930,8
16634,2014000474264,8
16635,2014000474544,8
16636,2014000474765,8
16637,2014000474943,8
16638,2014000475090,8
16639,2014000475335,8
16640,2014000475395,8
16641,2014000475643,8
16642,2014000475801,8
16643,2014000475844,8
16644,2014000475904,8
16645,2014000475929,8
16646,2014000475953,8
16647,2014000476091,8
16648,2014000476357,8
16649,2014000476414,8
16650,2014000476523,8
16651,2014000476630,8
16652,2014000476634,8
16653,2014000476891,8
16654,2014000476972,8
16655,2014000477167,8
16656,2014000477397,8
16657,2014000477404,8
16658,2014000477715,8
16659,2014000478004,8
16660,2014000478150,8
16661,2014000478151,8
16662,2014000478160,8
16663,2014000478248,8
16664,2014000478583,8
16665,2014000478622,8
16666,2014000478670,8
16667,2014000478782,8
16668,2014000478870,8
16669,2014000478914,8
16670,2014000479603,8
16671,2014000479647,8
16672,2014000479657,8
16673,2014000479806,8
16674,2014000479985,8
16675,2014000480538,8
16676,2014000480856,8
16677,2014000480859,8
16678,2014000481168,8
16679,2014000481231,8
16680,2014000481438,8
16681,2014000481767,8
16682,2014000481990,8
16683,2014000482103,8
16684,2014000482304,8
16685,2014000482778,8
16686,2014000482802,8
16687,2014000483906,8
16688,2014000483940,8
16689,2014000483944,8
16690,2014000484948,8
16691,2014000484980,8
16692,2014000485041,8
16693,2014000485304,8
16694,2014000485402,8
16695,2014000485440,8
16696,2014000485733,8
16697,2014000485783,8
16698,2014000485826,8
16699,2014000486021,8
16700,2014000486145,8
16701,2014000486625,8
16702,2014000486638,8
16703,2014000487302,8
16704,2014000487469,8
16705,2014000487520,8
16706,2014000487554,8
16707,2014000487641,8
16708,2014000487844,8
16709,2014000488463,8
16710,2014000488637,8
16711,2014000488965,8
16712,2014000489211,8
16713,2014000489612,8
16714,2014000489775,8
16715,2014000489851,8
16716,2014000490078,8
16717,2014000490097,8
16718,2014000490106,8
16719,2014000490253,8
16720,2014000490328,8
16721,2014000490477,8
16722,2014000490518,8
16723,2014000490807,8
16724,2014000491093,8
16725,2014000491398,8
16726,2014000491943,8
16727,2014000492045,8
16728,2014000492139,8
16729,2014000492308,8
16730,2014000492687,8
16731,2014000492745,8
16732,2014000492822,8
16733,2014000493013,8
16734,2014000493253,8
16735,2014000493652,8
16736,2014000493694,8
16737,2014000493783,8
16738,2014000494008,8
16739,2014000494049,8
16740,2014000494336,8
16741,2014000494342,8
16742,2014000494343,8
16743,2014000494481,8
16744,2014000494661,8
16745,2014000495007,8
16746,2014000495072,8
16747,2014000495431,8
16748,2014000495616,8
16749,2014000495713,8
16750,2014000496282,8
16751,2014000496509,8
16752,2014000496519,8
16753,2014000497358,8
16754,2014000497459,8
16755,2014000497837,8
16756,2014000497927,8
16757,2014000498030,8
16758,2014000498233,8
16759,2014000498403,8
16760,2014000498543,8
16761,2014000498643,8
16762,2014000498680,8
16763,2014000498904,8
16764,2014000499263,8
16765,2014000499495,8
16766,2014000499843,8
16767,2014000500499,8
16768,2014000500617,8
16769,2014000500717,8
16770,2014000501047,8
16771,2014000501564,8
16772,2014000501912,8
16773,2014000501980,8
16774,2014000502212,8
16775,2014000502290,8
16776,2014000503155,8
16777,2014000503315,8
16778,2014000503550,8
16779,2014000503718,8
16780,2014000504081,8
16781,2014000504207,8
16782,2014000504231,8
16783,2014000504268,8
16784,2014000505449,8
16785,2014000506014,8
16786,2014000506510,8
16787,2014000506787,8
16788,2014000507292,8
16789,2014000507375,8
16790,2014000507407,8
16791,2014000507685,8
16792,2014000507703,8
16793,2014000507821,8
16794,2014000507977,8
16795,2014000507989,8
16796,2014000508078,8
16797,2014000508214,8
16798,2014000508309,8
16799,2014000508445,8
16800,2014000508473,8
16801,2014000508617,8
16802,2014000508708,8
16803,2014000508798,8
16804,2014000508962,8
16805,2014000509493,8
16806,2014000509659,8
16807,2014000510145,8
16808,2014000510306,8
16809,2014000511108,8
16810,2014000511510,8
16811,2014000511587,8
16812,2014000511740,8
16813,2014000511754,8
16814,2014000512227,8
16815,2014000512299,8
16816,2014000512340,8
16817,2014000512540,8
16818,2014000512660,8
16819,2014000512929,8
16820,2014000513035,8
16821,2014000513344,8
16822,2014000513356,8
16823,2014000513365,8
16824,2014000513469,8
16825,2014000513530,8
16826,2014000513751,8
16827,2014000514175,8
16828,2014000514227,8
16829,2014000514275,8
16830,2014000514346,8
16831,2014000514420,8
16832,2014000515783,8
16833,2014000515888,8
16834,2014000516090,8
16835,2014000516200,8
16836,2014000516212,8
16837,2014000516535,8
16838,2014000516773,8
16839,2014000517116,8
16840,2014000517370,8
16841,2014000517426,8
16842,2014000517654,8
16843,2014000517658,8
16844,2014000518190,8
16845,2014000518394,8
16846,2014000518588,8
16847,2014000519121,8
16848,2014000519149,8
16849,2014000519904,8
16850,2014000520344,8
16851,2014000520345,8
16852,2014000520748,8
16853,2014000521042,8
16854,2014000521224,8
16855,2014000521275,8
16856,2014000521381,8
16857,2014000521410,8
16858,2014000521414,8
16859,2014000521550,8
16860,2014000522069,8
16861,2014000522070,8
16862,2014000522227,8
16863,2014000522416,8
16864,2014000522528,8
16865,2014000522555,8
16866,2014000522627,8
16867,2014000522681,8
16868,2014000522840,8
16869,2014000523273,8
16870,2014000523488,8
16871,2014000523529,8
16872,2014000523608,8
16873,2014000523621,8
16874,2014000523689,8
16875,2014000523826,8
16876,2014000523870,8
16877,2014000523968,8
16878,2014000523984,8
16879,2014000524213,8
16880,2014000524641,8
16881,2014000525243,8
16882,2014000525245,8
16883,2014000525264,8
16884,2014000525501,8
16885,2014000525572,8
16886,2014000526043,8
16887,2014000526656,8
16888,2014000527049,8
16889,2014000527078,8
16890,2014000527470,8
16891,2014000527678,8
16892,2014000527854,8
16893,2014000527984,8
16894,2014000528055,8
16895,2014000528296,8
16896,2014000528710,8
16897,2014000529159,8
16898,2014000529326,8
16899,2014000529359,8
16900,2014000529516,8
16901,2014000529773,8
16902,2014000530169,8
16903,2014000530223,8
16904,2014000530429,8
16905,2014000530644,8
16906,2014000530645,8
16907,2014000530668,8
16908,2014000530940,8
16909,2014000530978,8
16910,2014000530980,8
16911,2014000531054,8
16912,2014000531211,8
16913,2014000531754,8
16914,2014000533022,8
16915,2014000533058,8
16916,2014000533156,8
16917,2014000533190,8
16918,2014000533372,8
16919,2014000533868,8
16920,2014000534078,8
16921,2014000534082,8
16922,2014000534360,8
16923,2014000534826,8
16924,2014000534941,8
16925,2014000534944,8
16926,2014000535817,8
16927,2014000535937,8
16928,2014000536086,8
16929,2014000536097,8
16930,2014000536188,8
16931,2014000536501,8
16932,2014000536600,8
16933,2014000536699,8
16934,2014000536789,8
16935,2014000537155,8
16936,2014000537645,8
16937,2014000537672,8
16938,2014000537687,8
16939,2014000538958,8
16940,2014000539011,8
16941,2014000539012,8
16942,2014000539081,8
16943,2014000539331,8
16944,2014000539466,8
16945,2014000539514,8
16946,2014000539893,8
16947,2014000539929,8
16948,2014000539981,8
16949,2014000540469,8
16950,2014000541406,8
16951,2014000541537,8
16952,2014000541676,8
16953,2014000542124,8
16954,2014000542407,8
16955,2014000542548,8
16956,2014000542634,8
16957,2014000542702,8
16958,2014000543316,8
16959,2014000543974,8
16960,2014000544113,8
16961,2014000544617,8
16962,2014000544700,8
16963,2014000544845,8
16964,2014000545046,8
16965,2014000545146,8
16966,2014000545210,8
16967,2014000545234,8
16968,2014000545365,8
16969,2014000545406,8
16970,2014000545420,8
16971,2014000545821,8
16972,2014000545907,8
16973,2014000546120,8
16974,2014000546156,8
16975,2014000546386,8
16976,2014000546555,8
16977,2014000546829,8
16978,2014000546955,8
16979,2014000547083,8
16980,2014000547096,8
16981,2014000547290,8
16982,2014000548293,8
16983,2014000548403,8
16984,2014000548470,8
16985,2014000548841,8
16986,2014000549493,8
16987,2014000549589,8
16988,2014000549761,8
16989,2014000550103,8
16990,2014000550512,8
16991,2014000550580,8
16992,2014000550855,8
16993,2014000551411,8
16994,2014000551694,8
16995,2014000551802,8
16996,2014000551952,8
16997,2014000552049,8
16998,2014000552167,8
16999,2014000552406,8
17000,2014000552678,8
17001,2014000552895,8
17002,2014000552908,8
17003,2014000553274,8
17004,2014000553728,8
17005,2014000554122,8
17006,2014000554603,8
17007,2014000554825,8
17008,2014000554827,8
17009,2014000554965,8
17010,2014000555229,8
17011,2014000555743,8
17012,2014000556113,8
17013,2014000556138,8
17014,2014000556304,8
17015,2014000556414,8
17016,2014000556644,8
17017,2014000556658,8
17018,2014000556683,8
17019,2014000556874,8
17020,2014000556948,8
17021,2014000557057,8
17022,2014000557065,8
17023,2014000557670,8
17024,2014000557779,8
17025,2014000557799,8
17026,2014000557840,8
17027,2014000557895,8
17028,2014000557915,8
17029,2014000558000,8
17030,2014000558155,8
17031,2014000558289,8
17032,2014000558522,8
17033,2014000558724,8
17034,2014000559111,8
17035,2014000559174,8
17036,2014000559411,8
17037,2014000559433,8
17038,2014000559804,8
17039,2014000559858,8
17040,2014000560398,8
17041,2014000560409,8
17042,2014000560414,8
17043,2014000560573,8
17044,2014000560667,8
17045,2014000560697,8
17046,2014000560818,8
17047,2014000560892,8
17048,2014000560936,8
17049,2014000561059,8
17050,2014000561112,8
17051,2014000561316,8
17052,2014000561331,8
17053,2014000561404,8
17054,2014000561459,8
17055,2014000561661,8
17056,2014000561675,8
17057,2014000561973,8
17058,2014000562120,8
17059,2014000562348,8
17060,2014000562430,8
17061,2014000562435,8
17062,2014000562524,8
17063,2014000562743,8
17064,2014000563042,8
17065,2014000563342,8
17066,2014000563718,8
17067,2014000563966,8
17068,2014000564041,8
17069,2014000564420,8
17070,2014000564427,8
17071,2014000564548,8
17072,2014000564569,8
17073,2014000564758,8
17074,2014000564980,8
17075,2014000565060,8
17076,2014000565080,8
17077,2014000565767,8
17078,2014000566188,8
17079,2014000566486,8
17080,2014000566559,8
17081,2014000566625,8
17082,2014000567505,8
17083,2014000567896,8
17084,2014000567945,8
17085,2014000567948,8
17086,2014000568061,8
17087,2014000568578,8
17088,2014000568645,8
17089,2014000568739,8
17090,2014000568843,8
17091,2014000569039,8
17092,2014000569106,8
17093,2014000569165,8
17094,2014000569340,8
17095,2014000569617,8
17096,2014000569629,8
17097,2014000569646,8
17098,2014000569829,8
17099,2014000570033,8
17100,2014000570532,8
17101,2014000570665,8
17102,2014000571286,8
17103,2014000571312,8
17104,2014000571347,8
17105,2014000571375,8
17106,2014000571768,8
17107,2014000571823,8
17108,2014000572073,8
17109,2014000572117,8
17110,2014000572241,8
17111,2014000572434,8
17112,2014000572555,8
17113,2014000572871,8
17114,2014000572919,8
17115,2014000573448,8
17116,2014000573767,8
17117,2014000573909,8
17118,2014000573947,8
17119,2014000574017,8
17120,2014000574434,8
17121,2014000574936,8
17122,2014000574969,8
17123,2014000575116,8
17124,2014000575348,8
17125,2014000575360,8
17126,2014000575730,8
17127,2014000576087,8
17128,2014000576106,8
17129,2014000576198,8
17130,2014000576502,8
17131,2014000576555,8
17132,2014000576669,8
17133,2014000576757,8
17134,2014000576873,8
17135,2014000577006,8
17136,2014000577112,8
17137,2014000577128,8
17138,2014000577295,8
17139,2014000577382,8
17140,2014000577563,8
17141,2014000577844,8
17142,2014000577848,8
17143,2014000578002,8
17144,2014000578074,8
17145,2014000578257,8
17146,2014000578796,8
17147,2014000578905,8
17148,2014000578945,8
17149,2014000578965,8
17150,2014000579064,8
17151,2014000579434,8
17152,2014000579499,8
17153,2014000579795,8
17154,2014000579880,8
17155,2014000580251,8
17156,2014000580576,8
17157,2014000580691,8
17158,2014000580699,8
17159,2014000581019,8
