,AGEP,CITWP,DDRS
41506,72,,2.0
41507,39,,1.0
41508,16,,2.0
41509,36,,2.0
41510,34,,2.0
41511,9,,2.0
41512,7,,1.0
41513,34,,2.0
41514,32,,2.0
41515,3,,
41516,30,,2.0
41517,51,,2.0
41518,48,,2.0
41519,49,,2.0
41520,17,,2.0
41521,16,,2.0
41522,39,,1.0
41523,36,,2.0
41524,36,,2.0
41525,7,,2.0
41526,6,,2.0
41527,4,,
41528,10,,2.0
41529,42,,2.0
41530,43,,2.0
41531,15,,2.0
41532,13,,2.0
41533,11,,2.0
41534,10,,2.0
41535,7,,2.0
41536,5,,2.0
41537,82,,2.0
41538,28,,2.0
41539,35,,2.0
41540,35,,2.0
41541,5,,2.0
41542,3,,
41543,54,,2.0
41544,59,,2.0
41545,55,,2.0
41546,48,,2.0
41547,13,,2.0
41548,63,,2.0
41549,70,,2.0
41550,35,,2.0
41551,39,,2.0
41552,10,,2.0
41553,5,,2.0
41554,26,,2.0
41555,53,,2.0
41556,56,,2.0
41557,50,,2.0
41558,62,,2.0
41559,25,,2.0
41560,42,,2.0
41561,61,,2.0
41562,18,,2.0
41563,52,,2.0
41564,53,,2.0
41565,16,,2.0
41566,53,,2.0
41567,23,,2.0
41568,54,,2.0
41569,51,,2.0
41570,20,,2.0
41571,19,,2.0
41572,16,,2.0
41573,65,,2.0
41574,58,,2.0
41575,67,,2.0
41576,62,,2.0
41577,42,,2.0
41578,43,,2.0
41579,11,,2.0
41580,7,,2.0
41581,83,,2.0
41582,71,,2.0
41583,69,,2.0
41584,76,,2.0
41585,54,,2.0
41586,82,,2.0
41587,67,,2.0
41588,93,,2.0
41589,77,,2.0
41590,56,,2.0
41591,58,,1.0
41592,83,,2.0
41593,63,,2.0
41594,62,,2.0
41595,62,,2.0
41596,50,,2.0
41597,35,,2.0
41598,32,,2.0
41599,74,,2.0
41600,68,,2.0
41601,67,,2.0
41602,42,,2.0
41603,40,,2.0
41604,53,,2.0
41605,41,,2.0
41606,16,,2.0
41607,5,,2.0
41608,32,,2.0
41609,33,,2.0
41610,2,,
41611,0,,
41612,23,,2.0
41613,21,,2.0
41614,66,,2.0
41615,57,,2.0
41616,53,,2.0
41617,30,,2.0
41618,34,,2.0
41619,8,,2.0
41620,5,,2.0
41621,3,,
41622,0,,
41623,65,,2.0
41624,58,,2.0
41625,60,,2.0
41626,34,,2.0
41627,28,,2.0
41628,37,,2.0
41629,17,,2.0
41630,16,,2.0
41631,15,,2.0
41632,13,,2.0
41633,10,,2.0
41634,8,,2.0
41635,4,,
41636,2,,
41637,27,,2.0
41638,24,,2.0
41639,0,,
41640,35,,2.0
41641,15,,2.0
41642,14,,2.0
41643,76,,2.0
41644,73,,2.0
41645,71,,1.0
41646,66,,2.0
41647,51,,2.0
41648,36,,2.0
41649,14,,2.0
41650,2,,
41651,63,,2.0
41652,65,,2.0
41653,55,,2.0
41654,47,,2.0
41655,74,,2.0
41656,33,,2.0
41657,38,,2.0
41658,2,,
41659,19,,2.0
41660,17,,2.0
41661,19,,2.0
41662,51,,2.0
41663,16,,2.0
41664,61,,2.0
41665,60,,2.0
41666,61,,2.0
41667,83,,2.0
41668,56,1958.0,2.0
41669,57,,2.0
41670,45,,2.0
41671,71,,2.0
41672,16,,2.0
41673,10,,2.0
41674,72,,2.0
41675,88,,2.0
41676,88,,1.0
41677,61,,2.0
41678,57,,2.0
41679,32,,2.0
41680,6,,2.0
41681,4,,
41682,35,,2.0
41683,35,,2.0
41684,39,,2.0
41685,9,,2.0
41686,6,,2.0
41687,1,,
41688,61,,2.0
41689,65,,2.0
41690,26,,2.0
41691,57,,2.0
41692,30,,2.0
41693,31,,2.0
41694,3,,
41695,14,,2.0
41696,12,,2.0
41697,57,,2.0
41698,48,,2.0
41699,24,,2.0
41700,72,,2.0
41701,73,,2.0
41702,60,,2.0
41703,66,,1.0
41704,36,,2.0
41705,82,,2.0
41706,65,,2.0
41707,36,,2.0
41708,44,,2.0
41709,15,,2.0
41710,10,,2.0
41711,1,,
41712,26,,2.0
41713,56,,2.0
41714,58,,2.0
41715,49,,2.0
41716,59,,2.0
41717,24,,2.0
41718,86,,2.0
41719,56,,2.0
41720,68,,2.0
41721,66,,2.0
41722,36,,2.0
41723,34,,2.0
41724,18,,2.0
41725,15,,2.0
41726,5,,2.0
41727,12,,2.0
41728,9,,2.0
41729,7,,2.0
41730,68,,2.0
41731,23,,2.0
41732,61,,2.0
41733,61,,2.0
41734,53,,2.0
41735,62,,2.0
41736,18,,2.0
41737,16,,2.0
41738,66,,2.0
41739,26,,2.0
41740,40,,2.0
41741,40,,2.0
41742,20,,2.0
41743,13,,2.0
41744,66,,2.0
41745,51,,1.0
41746,93,,1.0
41747,67,,2.0
41748,21,,2.0
41749,56,,2.0
41750,57,,2.0
41751,24,,2.0
41752,22,,2.0
41753,73,,2.0
41754,27,,2.0
41755,29,,2.0
41756,39,,2.0
41757,71,,2.0
41758,74,,2.0
41759,68,,2.0
41760,48,,2.0
41761,50,,2.0
41762,74,,2.0
41763,72,,2.0
41764,52,,2.0
41765,17,,2.0
41766,16,,2.0
41767,55,,2.0
41768,60,,2.0
41769,14,,2.0
41770,84,,2.0
41771,81,,2.0
41772,43,,2.0
41773,43,,2.0
41774,18,,2.0
41775,16,,2.0
41776,12,,2.0
41777,51,,2.0
41778,54,,2.0
41779,16,,2.0
41780,44,,2.0
41781,44,,2.0
41782,16,,2.0
41783,53,1990.0,2.0
41784,38,,2.0
41785,3,,
41786,0,,
41787,42,,2.0
41788,47,,2.0
41789,12,,2.0
41790,44,,2.0
41791,53,,2.0
41792,66,,2.0
41793,70,,2.0
41794,20,,2.0
41795,43,,2.0
41796,46,,2.0
41797,47,,2.0
41798,17,,2.0
41799,36,,2.0
41800,37,,2.0
41801,11,,2.0
41802,9,,2.0
41803,6,,2.0
41804,5,,2.0
41805,1,,
41806,18,,2.0
41807,79,,2.0
41808,77,,2.0
41809,56,,2.0
41810,47,,2.0
41811,13,,2.0
41812,43,,2.0
41813,58,,2.0
41814,70,,2.0
41815,69,,1.0
41816,53,,2.0
41817,54,,2.0
41818,17,,2.0
41819,87,,2.0
41820,38,,2.0
41821,66,,2.0
41822,39,,2.0
41823,71,,2.0
41824,70,,2.0
41825,32,,2.0
41826,2,,
41827,51,,1.0
41828,77,,2.0
41829,84,,2.0
41830,27,,2.0
41831,28,,2.0
41832,21,,2.0
41833,21,,2.0
41834,23,,2.0
41835,20,,2.0
41836,23,,2.0
41837,19,,2.0
41838,22,,2.0
41839,43,,2.0
41840,43,,2.0
41841,15,,2.0
41842,11,,2.0
41843,74,,2.0
41844,70,,2.0
41845,75,,2.0
41846,61,,2.0
41847,49,,2.0
41848,61,,2.0
41849,61,,2.0
41850,30,,2.0
41851,93,,1.0
41852,70,,2.0
41853,55,,2.0
41854,49,,2.0
41855,46,,2.0
41856,51,,2.0
41857,23,,2.0
41858,74,,1.0
41859,77,,2.0
41860,63,,2.0
41861,30,,2.0
41862,28,,2.0
41863,4,,
41864,53,,2.0
41865,53,,2.0
41866,40,,2.0
41867,36,,2.0
41868,12,,2.0
41869,50,,2.0
41870,48,,2.0
41871,20,,2.0
41872,20,,2.0
41873,40,,2.0
41874,16,,2.0
41875,14,,2.0
41876,11,,2.0
41877,70,,2.0
41878,66,,2.0
41879,68,,2.0
41880,47,,2.0
41881,68,,2.0
41882,61,,2.0
41883,39,,2.0
41884,42,,2.0
41885,18,,2.0
41886,17,,2.0
41887,69,,2.0
41888,48,,2.0
41889,54,,2.0
41890,43,,2.0
41891,17,,2.0
41892,16,,2.0
41893,14,,2.0
41894,12,,2.0
41895,8,,2.0
41896,2,,
41897,82,,1.0
41898,77,,2.0
41899,75,,2.0
41900,40,,2.0
41901,12,,2.0
41902,54,,2.0
41903,74,,2.0
41904,49,,2.0
41905,19,,1.0
41906,48,,2.0
41907,35,,2.0
41908,32,,2.0
41909,47,,2.0
41910,38,,2.0
41911,25,,2.0
41912,6,,2.0
41913,30,,2.0
41914,93,,2.0
41915,42,,2.0
41916,50,,2.0
41917,17,,2.0
41918,14,,2.0
41919,11,,2.0
41920,30,,2.0
41921,43,,2.0
41922,52,,2.0
41923,79,,2.0
41924,70,,2.0
41925,65,,2.0
41926,68,,2.0
41927,60,,2.0
41928,63,,2.0
41929,64,,2.0
41930,49,,2.0
41931,21,,2.0
41932,58,,2.0
41933,56,,2.0
41934,26,,2.0
41935,22,,2.0
41936,29,,2.0
41937,54,,2.0
41938,60,,2.0
41939,72,,2.0
41940,62,,2.0
41941,27,,2.0
41942,20,,2.0
41943,41,,2.0
41944,41,,2.0
41945,17,,2.0
41946,14,,2.0
41947,12,,2.0
41948,65,,2.0
41949,73,,2.0
41950,54,,2.0
41951,52,,2.0
41952,21,,2.0
41953,61,,2.0
41954,61,,2.0
41955,69,,2.0
41956,78,,2.0
41957,48,,2.0
41958,54,,2.0
41959,18,,2.0
41960,15,,2.0
41961,12,,2.0
41962,46,,2.0
41963,57,,2.0
41964,69,,2.0
41965,68,1971.0,2.0
41966,41,,2.0
41967,13,,2.0
41968,33,,2.0
41969,34,,2.0
41970,14,,2.0
41971,13,,2.0
41972,11,,2.0
41973,10,,2.0
41974,7,,2.0
41975,56,,2.0
41976,56,,2.0
41977,51,,2.0
41978,52,,2.0
41979,22,,2.0
41980,19,,2.0
41981,11,,2.0
41982,10,,2.0
41983,66,,2.0
41984,71,,2.0
41985,63,,2.0
41986,62,,2.0
41987,65,,2.0
41988,64,,2.0
41989,48,,2.0
41990,49,,2.0
41991,25,,2.0
41992,60,,2.0
41993,59,2008.0,2.0
41994,29,,2.0
41995,27,,2.0
41996,5,,2.0
41997,3,,
41998,0,,
41999,46,,2.0
42000,26,,2.0
42001,67,,2.0
42002,69,,2.0
42003,24,,2.0
42004,25,,2.0
42005,67,,2.0
42006,58,,2.0
42007,60,,2.0
42008,70,,2.0
42009,57,,2.0
42010,60,,2.0
42011,68,,2.0
42012,32,,2.0
42013,32,,2.0
42014,10,,2.0
42015,9,,2.0
42016,54,,2.0
42017,34,,2.0
42018,6,,2.0
42019,12,,2.0
42020,74,,2.0
42021,41,,2.0
42022,48,,2.0
42023,65,,2.0
42024,46,,2.0
42025,14,,2.0
42026,64,,2.0
42027,60,,2.0
42028,65,,2.0
42029,70,,2.0
42030,73,,2.0
42031,62,,2.0
42032,61,,2.0
42033,74,,2.0
42034,68,,2.0
42035,57,,2.0
42036,20,,2.0
42037,22,,2.0
42038,2,,
42039,0,,
42040,43,,2.0
42041,4,,
42042,61,,2.0
42043,57,,2.0
42044,38,,2.0
42045,33,,2.0
42046,6,,2.0
42047,3,,
42048,67,,2.0
42049,66,,2.0
42050,26,,2.0
42051,5,,2.0
42052,2,,
42053,33,,2.0
42054,42,,2.0
42055,42,,2.0
42056,15,,2.0
42057,13,,2.0
42058,60,,2.0
42059,60,,2.0
42060,83,,2.0
42061,58,,2.0
42062,21,,2.0
42063,0,,
42064,80,1971.0,2.0
42065,33,,2.0
42066,32,,2.0
42067,2,,
42068,26,,2.0
42069,3,,
42070,18,,2.0
42071,19,,2.0
42072,35,,2.0
42073,13,,2.0
42074,7,,2.0
42075,39,,2.0
42076,42,,2.0
42077,44,,2.0
42078,43,,2.0
42079,15,,2.0
42080,13,,2.0
42081,48,,2.0
42082,47,,2.0
42083,18,,2.0
42084,64,,2.0
42085,79,,2.0
42086,75,,1.0
42087,45,,1.0
42088,51,,2.0
42089,17,,2.0
42090,13,,2.0
42091,26,,2.0
42092,6,,2.0
42093,5,,2.0
42094,66,,2.0
42095,58,,2.0
42096,73,,2.0
42097,30,,2.0
42098,10,,2.0
42099,8,,2.0
42100,6,,2.0
42101,2,,
42102,0,,
42103,14,,2.0
42104,40,,2.0
42105,61,,2.0
42106,60,,2.0
42107,20,,2.0
42108,58,,2.0
42109,56,,2.0
42110,26,,1.0
42111,60,,2.0
42112,61,,2.0
42113,42,,2.0
42114,28,,2.0
42115,16,,2.0
42116,14,,2.0
42117,3,,
42118,3,,
42119,6,,2.0
42120,63,,2.0
42121,53,,2.0
42122,24,,2.0
42123,25,,2.0
42124,5,,2.0
42125,3,,
42126,49,,2.0
42127,41,,2.0
42128,11,,2.0
42129,7,,2.0
42130,77,,2.0
42131,77,,2.0
42132,46,,2.0
42133,45,,2.0
42134,15,,2.0
42135,12,,2.0
42136,79,,2.0
42137,78,,2.0
42138,33,,2.0
42139,40,,2.0
42140,15,,2.0
42141,12,,2.0
42142,73,,2.0
42143,68,,2.0
42144,62,,2.0
42145,62,,2.0
42146,41,,2.0
42147,47,,2.0
42148,16,,2.0
42149,32,,2.0
42150,23,,2.0
42151,73,,2.0
42152,89,,2.0
42153,55,,2.0
42154,44,,2.0
42155,45,,2.0
42156,12,,2.0
42157,9,,1.0
42158,79,,2.0
42159,76,,2.0
42160,61,,2.0
42161,62,,2.0
42162,54,2012.0,2.0
42163,54,2014.0,2.0
42164,31,2005.0,2.0
42165,34,,1.0
42166,12,,2.0
42167,10,,2.0
42168,7,,2.0
42169,6,,2.0
42170,4,,
42171,24,,2.0
42172,23,,2.0
42173,63,,2.0
42174,62,,2.0
42175,68,,2.0
42176,53,,2.0
42177,50,,2.0
42178,11,,2.0
42179,59,,2.0
42180,61,,2.0
42181,70,,1.0
42182,45,,2.0
42183,45,,2.0
42184,22,,2.0
42185,14,,2.0
42186,10,,2.0
42187,6,,2.0
42188,64,,2.0
42189,63,,1.0
42190,67,,2.0
42191,31,,2.0
42192,36,,2.0
42193,7,,2.0
42194,6,,2.0
42195,4,,
42196,2,,
42197,0,,
42198,80,,2.0
42199,27,,2.0
42200,38,,2.0
42201,33,,2.0
42202,8,,2.0
42203,15,,2.0
42204,13,,2.0
42205,20,,2.0
42206,18,,2.0
42207,0,,
42208,59,,2.0
42209,59,,2.0
42210,31,,2.0
42211,41,,2.0
42212,39,,2.0
42213,11,,2.0
42214,8,,2.0
42215,6,,2.0
42216,18,,2.0
42217,47,,2.0
42218,51,,2.0
42219,14,,2.0
42220,15,,2.0
42221,83,,2.0
42222,74,,2.0
42223,55,,2.0
42224,53,,2.0
42225,22,,2.0
42226,20,,2.0
42227,0,,
42228,70,,2.0
42229,57,,2.0
42230,56,,2.0
42231,35,,2.0
42232,32,,2.0
42233,1,,
42234,55,,2.0
42235,52,,2.0
42236,25,,2.0
42237,17,,2.0
42238,51,,2.0
42239,60,,2.0
42240,74,,2.0
42241,68,,1.0
42242,85,,2.0
42243,84,,2.0
42244,70,,2.0
42245,46,,2.0
42246,2,,
42247,26,,2.0
42248,8,,2.0
42249,6,,2.0
42250,26,,2.0
42251,45,,2.0
42252,59,,2.0
42253,32,,2.0
42254,42,,2.0
42255,18,,2.0
42256,62,,2.0
42257,37,,2.0
42258,67,,2.0
42259,44,,2.0
42260,71,,2.0
42261,36,,2.0
42262,34,,2.0
42263,6,,2.0
42264,4,,
42265,14,,2.0
42266,80,1972.0,2.0
42267,27,,2.0
42268,24,,2.0
42269,3,,
42270,27,,2.0
42271,51,,2.0
42272,53,,2.0
42273,34,,2.0
42274,42,,2.0
42275,54,,2.0
42276,56,,2.0
42277,55,1995.0,2.0
42278,50,2009.0,2.0
42279,54,,2.0
42280,50,,2.0
42281,20,,2.0
42282,80,,2.0
42283,32,,2.0
42284,34,,2.0
42285,9,,2.0
42286,6,,2.0
42287,1,,
42288,86,,2.0
42289,93,,1.0
42290,31,,2.0
42291,28,,2.0
42292,4,,
42293,62,,2.0
42294,40,,2.0
42295,64,,2.0
42296,60,,2.0
42297,20,,2.0
42298,21,,2.0
42299,19,,2.0
42300,81,,2.0
42301,73,,2.0
42302,79,,2.0
42303,49,,2.0
42304,37,,2.0
42305,35,,2.0
42306,54,,2.0
42307,17,,2.0
42308,33,,2.0
42309,33,,2.0
42310,3,,
42311,0,,
42312,26,,2.0
42313,27,,2.0
42314,5,,2.0
42315,51,,2.0
42316,52,,2.0
42317,46,,2.0
42318,51,,2.0
42319,49,,2.0
42320,56,,2.0
42321,73,,2.0
42322,39,,2.0
42323,65,,2.0
42324,58,,2.0
42325,28,2005.0,2.0
42326,31,,2.0
42327,10,,2.0
42328,5,,2.0
42329,22,,2.0
42330,64,,2.0
42331,55,,2.0
42332,36,,2.0
42333,55,,2.0
42334,50,,2.0
42335,59,,2.0
42336,59,,2.0
42337,53,,2.0
42338,30,,2.0
42339,36,,2.0
42340,6,,2.0
42341,3,,
42342,13,,2.0
42343,45,,2.0
42344,17,,2.0
42345,55,,2.0
42346,7,,2.0
42347,83,1972.0,2.0
42348,65,,2.0
42349,64,,2.0
42350,36,,2.0
42351,56,,2.0
42352,54,,2.0
42353,79,,1.0
42354,75,,2.0
42355,45,,2.0
42356,31,,2.0
42357,29,,2.0
42358,6,,2.0
42359,3,,
42360,55,,2.0
42361,55,,2.0
42362,84,,2.0
42363,72,,2.0
42364,71,,2.0
42365,45,,2.0
42366,42,,2.0
42367,36,,2.0
42368,32,,2.0
42369,26,,2.0
42370,68,,2.0
42371,65,,2.0
42372,32,,2.0
42373,6,,2.0
42374,4,,
42375,2,,
42376,32,,2.0
42377,44,2014.0,2.0
42378,40,,2.0
42379,49,,2.0
42380,50,,2.0
42381,13,,1.0
42382,55,,2.0
42383,51,,2.0
42384,69,,2.0
42385,42,,2.0
42386,32,,2.0
42387,31,,2.0
42388,4,,
42389,27,,2.0
42390,10,,2.0
42391,9,,2.0
42392,6,,2.0
42393,5,,2.0
42394,4,,
42395,30,,2.0
42396,23,,2.0
42397,26,2013.0,2.0
42398,23,,2.0
42399,77,,2.0
42400,72,,2.0
42401,19,,2.0
42402,48,,2.0
42403,59,,2.0
42404,73,,1.0
42405,93,,2.0
42406,70,,2.0
42407,72,,2.0
42408,54,,2.0
42409,53,,2.0
42410,58,,2.0
42411,71,,2.0
42412,76,,2.0
42413,54,,2.0
42414,53,,2.0
42415,62,,2.0
42416,61,,2.0
42417,72,,2.0
42418,67,,2.0
42419,55,,2.0
42420,13,,2.0
42421,12,,2.0
42422,10,,2.0
42423,36,,2.0
42424,34,,2.0
42425,10,,2.0
42426,7,,2.0
42427,34,,2.0
42428,28,,2.0
42429,50,,2.0
42430,50,,2.0
42431,55,,2.0
42432,53,,2.0
42433,85,,2.0
42434,24,,2.0
42435,21,,2.0
42436,3,,
42437,23,,2.0
42438,26,,2.0
42439,3,,
42440,7,,2.0
42441,54,,2.0
42442,51,,2.0
42443,69,,2.0
42444,50,,2.0
42445,38,,2.0
42446,39,,2.0
42447,15,,2.0
42448,15,,2.0
42449,13,,2.0
42450,9,,2.0
42451,6,,2.0
42452,3,,
42453,93,,2.0
42454,57,,2.0
42455,60,,2.0
42456,46,,2.0
42457,18,,2.0
42458,15,,2.0
42459,47,,2.0
42460,47,,2.0
42461,44,,2.0
42462,43,,2.0
42463,82,,2.0
42464,76,,2.0
42465,68,,2.0
42466,70,,2.0
42467,21,,2.0
42468,21,,2.0
42469,54,,2.0
42470,54,,2.0
42471,86,,2.0
42472,83,,2.0
42473,57,,1.0
42474,42,,2.0
42475,36,,2.0
42476,16,,2.0
42477,12,,2.0
42478,6,,2.0
42479,0,,
42480,43,,2.0
42481,43,,2.0
42482,59,,2.0
42483,60,,2.0
42484,10,,2.0
42485,81,,2.0
42486,80,,2.0
42487,67,,1.0
42488,73,,2.0
42489,74,,2.0
42490,59,,2.0
42491,63,,2.0
42492,61,,2.0
42493,63,,2.0
42494,87,,2.0
42495,53,,2.0
42496,16,,2.0
42497,43,,2.0
42498,42,,2.0
42499,21,,2.0
42500,18,,2.0
42501,7,,2.0
42502,63,,2.0
42503,54,,2.0
42504,43,,2.0
42505,47,,2.0
42506,60,,2.0
42507,25,,2.0
42508,25,,2.0
42509,19,,2.0
42510,45,,2.0
42511,43,,2.0
42512,12,,2.0
42513,10,,2.0
42514,29,,2.0
42515,32,,2.0
42516,5,,2.0
42517,2,,
42518,79,,2.0
42519,60,,2.0
42520,58,,2.0
42521,26,,2.0
42522,30,,2.0
42523,26,,1.0
42524,3,,
42525,2,,
42526,61,,2.0
42527,61,,2.0
42528,80,,2.0
42529,79,,2.0
42530,76,,2.0
42531,83,,1.0
42532,60,,2.0
42533,62,,2.0
42534,21,,2.0
42535,63,,1.0
42536,54,,2.0
42537,60,,2.0
42538,57,,2.0
42539,27,,2.0
42540,27,,2.0
42541,62,,2.0
42542,63,,2.0
42543,24,,2.0
42544,23,,2.0
42545,27,,2.0
42546,33,,2.0
42547,7,,2.0
42548,6,,2.0
42549,36,,2.0
42550,7,,2.0
42551,5,,2.0
42552,60,,2.0
42553,60,,2.0
42554,27,,2.0
42555,27,,2.0
42556,22,,2.0
42557,50,,2.0
42558,50,,2.0
42559,7,,2.0
42560,43,2009.0,2.0
42561,43,2009.0,2.0
42562,13,2009.0,2.0
42563,11,2009.0,2.0
42564,8,,2.0
42565,65,,2.0
42566,68,,2.0
42567,66,,2.0
42568,25,,2.0
42569,25,,2.0
42570,0,,
42571,20,,2.0
42572,77,,2.0
42573,72,,1.0
42574,61,,2.0
42575,52,,2.0
42576,47,,2.0
42577,16,,2.0
42578,12,,2.0
42579,93,,1.0
42580,68,,2.0
42581,75,,1.0
42582,68,,2.0
42583,14,,2.0
42584,13,,2.0
42585,36,,2.0
42586,34,,2.0
42587,5,,2.0
42588,2,,
42589,0,,
42590,75,,2.0
42591,40,,2.0
42592,45,,2.0
42593,16,,2.0
42594,13,,2.0
42595,18,,2.0
42596,74,,2.0
42597,70,,2.0
42598,74,,2.0
42599,38,,2.0
42600,37,,2.0
42601,53,,2.0
42602,54,,2.0
42603,65,,2.0
42604,68,,2.0
42605,26,,2.0
42606,43,,2.0
42607,42,,2.0
42608,19,,2.0
42609,9,,2.0
42610,29,,2.0
42611,7,,2.0
42612,4,,
42613,71,,2.0
42614,76,,2.0
42615,51,,2.0
42616,55,,2.0
42617,24,,2.0
42618,17,,2.0
42619,19,,2.0
42620,83,,1.0
42621,32,,2.0
42622,27,,2.0
42623,1,,
42624,39,,2.0
42625,39,,2.0
42626,1,,
42627,59,,2.0
42628,23,,2.0
42629,2,,
42630,20,,2.0
42631,22,,2.0
42632,68,,2.0
42633,65,,2.0
42634,34,,2.0
42635,33,,2.0
42636,1,,
42637,32,,2.0
42638,84,,2.0
42639,55,,2.0
42640,47,,2.0
42641,18,,2.0
42642,66,,1.0
42643,62,,2.0
42644,62,,2.0
42645,75,,2.0
42646,75,,2.0
42647,85,,2.0
42648,65,,2.0
42649,42,,2.0
42650,63,,2.0
42651,52,2001.0,2.0
42652,28,2004.0,2.0
42653,27,,2.0
42654,59,,2.0
42655,57,,2.0
42656,44,,2.0
42657,47,,2.0
42658,14,,2.0
42659,9,,2.0
42660,17,,2.0
42661,34,,2.0
42662,36,,2.0
42663,11,,2.0
42664,7,,2.0
42665,35,,2.0
42666,41,,2.0
42667,4,,
42668,2,,
42669,45,,2.0
42670,46,,2.0
42671,15,,2.0
42672,10,,2.0
42673,24,,2.0
42674,62,,2.0
42675,48,,2.0
42676,24,,2.0
42677,65,,2.0
42678,38,,2.0
42679,40,,2.0
42680,10,,2.0
42681,93,,2.0
42682,40,,2.0
42683,16,,2.0
42684,14,,2.0
42685,66,,2.0
42686,33,2010.0,2.0
42687,31,,2.0
42688,32,,2.0
42689,5,,2.0
42690,3,,
42691,71,,2.0
42692,35,,2.0
42693,43,,2.0
42694,14,,2.0
42695,13,,2.0
42696,10,,2.0
42697,45,,2.0
42698,47,,2.0
42699,15,,2.0
42700,12,,2.0
42701,72,,2.0
42702,74,,1.0
42703,50,,2.0
42704,34,,2.0
42705,33,,2.0
42706,8,,2.0
42707,5,,2.0
42708,34,,2.0
42709,35,,2.0
42710,4,,
42711,47,,2.0
42712,3,,
42713,76,,2.0
42714,36,,2.0
42715,36,,2.0
42716,67,,2.0
42717,66,,2.0
42718,29,,2.0
42719,41,,2.0
42720,39,,2.0
42721,18,,2.0
42722,15,,2.0
42723,13,,2.0
42724,6,,2.0
42725,11,,2.0
42726,54,,2.0
42727,55,,2.0
42728,36,,2.0
42729,28,,2.0
42730,11,,2.0
42731,25,,2.0
42732,27,,2.0
42733,8,,2.0
42734,6,,2.0
42735,2,,
42736,28,,2.0
42737,33,,2.0
42738,64,,2.0
42739,60,,1.0
42740,46,,2.0
42741,47,,2.0
42742,17,,2.0
42743,69,,2.0
42744,76,,2.0
42745,64,,2.0
42746,67,,2.0
42747,93,,2.0
42748,7,,2.0
42749,64,,2.0
42750,36,,2.0
42751,38,,2.0
42752,13,,2.0
42753,11,,2.0
42754,31,,2.0
42755,45,,2.0
42756,33,,2.0
42757,61,,2.0
42758,78,,2.0
42759,63,,2.0
42760,66,,2.0
42761,66,,2.0
42762,39,,2.0
42763,40,,2.0
42764,10,,2.0
42765,19,,2.0
42766,16,,2.0
42767,33,,2.0
42768,34,,2.0
42769,74,,2.0
42770,61,,2.0
42771,23,,2.0
42772,77,,2.0
42773,20,2010.0,2.0
42774,28,,2.0
42775,2,,
42776,75,,2.0
42777,74,,2.0
42778,52,1985.0,2.0
42779,49,,1.0
42780,71,,1.0
42781,49,,2.0
42782,48,,2.0
42783,83,,2.0
42784,51,,2.0
42785,47,,2.0
42786,17,,2.0
42787,14,,2.0
42788,20,2009.0,2.0
42789,26,,2.0
42790,30,,2.0
42791,3,,
42792,1,,
42793,0,,
42794,77,,2.0
42795,79,,2.0
42796,53,,2.0
42797,56,,2.0
42798,51,,2.0
42799,13,,2.0
42800,36,,2.0
42801,18,,2.0
42802,9,,2.0
42803,66,,2.0
42804,16,,2.0
42805,50,,2.0
42806,51,,2.0
42807,27,,2.0
42808,7,,2.0
42809,27,,2.0
42810,44,,2.0
42811,39,,2.0
42812,14,,2.0
42813,10,,2.0
42814,60,,2.0
42815,44,,2.0
42816,49,,2.0
42817,18,,2.0
42818,14,,2.0
42819,64,,2.0
42820,69,,1.0
42821,72,,1.0
42822,20,,2.0
42823,77,,2.0
42824,76,,2.0
42825,60,,2.0
42826,28,,2.0
42827,51,,2.0
42828,16,,2.0
42829,48,,2.0
42830,29,,2.0
42831,25,,2.0
42832,74,,2.0
42833,64,,2.0
42834,64,,2.0
42835,27,,2.0
42836,25,,2.0
42837,32,,2.0
42838,35,,2.0
42839,32,,2.0
42840,28,,2.0
42841,5,,2.0
42842,1,,
42843,27,,2.0
42844,29,,2.0
42845,4,,
42846,1,,
42847,64,,2.0
42848,54,,2.0
42849,41,,2.0
42850,36,,2.0
42851,51,,2.0
42852,43,,2.0
42853,16,,2.0
42854,57,,2.0
42855,26,,2.0
42856,29,,2.0
42857,86,,2.0
42858,72,,2.0
42859,70,,2.0
42860,70,,2.0
42861,46,,2.0
42862,14,,2.0
42863,8,,2.0
42864,65,,2.0
42865,44,,2.0
42866,43,,2.0
42867,16,,2.0
42868,13,,2.0
42869,10,,2.0
42870,31,,2.0
42871,67,,2.0
42872,37,,2.0
42873,38,,2.0
42874,13,,2.0
42875,11,,2.0
42876,9,,2.0
42877,13,,2.0
42878,12,,2.0
42879,10,,2.0
42880,72,,2.0
42881,73,1967.0,2.0
42882,55,,2.0
42883,52,,1.0
42884,40,1998.0,2.0
42885,38,1998.0,2.0
42886,17,1998.0,2.0
42887,11,,2.0
42888,9,,2.0
42889,7,,2.0
42890,76,,2.0
42891,67,,2.0
42892,23,,2.0
42893,77,,1.0
42894,52,,2.0
42895,46,,2.0
42896,55,,2.0
42897,52,,2.0
42898,57,,2.0
42899,48,,2.0
42900,78,,2.0
42901,93,,2.0
42902,35,,2.0
42903,36,,2.0
42904,9,,2.0
42905,9,,2.0
42906,8,,2.0
42907,7,,2.0
42908,29,2000.0,2.0
42909,30,,2.0
42910,9,,2.0
42911,7,,2.0
42912,13,,2.0
42913,34,,2.0
42914,65,,2.0
42915,42,,2.0
42916,48,,2.0
