,RT,SERIALNO
1139,P,2012000116563
1140,P,2012000116563
1141,P,2012000116563
1142,P,2012000116640
1143,P,2012000116640
1144,P,2012000116762
1145,P,2012000116762
1146,P,2012000117232
1147,P,2012000117232
1148,P,2012000117245
1149,P,2012000117245
1150,P,2012000117248
1151,P,2012000117248
1152,P,2012000117248
1153,P,2012000117424
1154,P,2012000117490
1155,P,2012000117490
1156,P,2012000117490
1157,P,2012000117776
1158,P,2012000117776
1159,P,2012000117776
1160,P,2012000117776
1161,P,2012000118066
1162,P,2012000118066
1163,P,2012000118066
1164,P,2012000118156
1165,P,2012000118156
1166,P,2012000118243
1167,P,2012000118243
1168,P,2012000118385
1169,P,2012000118434
1170,P,2012000118434
1171,P,2012000118444
1172,P,2012000119114
1173,P,2012000119204
1174,P,2012000119654
1175,P,2012000119654
1176,P,2012000119735
1177,P,2012000119735
1178,P,2012000120022
1179,P,2012000120022
1180,P,2012000120022
1181,P,2012000120114
1182,P,2012000120114
1183,P,2012000120330
1184,P,2012000120330
1185,P,2012000120704
1186,P,2012000120772
1187,P,2012000120772
1188,P,2012000121181
1189,P,2012000121330
1190,P,2012000121397
1191,P,2012000121397
1192,P,2012000121397
1193,P,2012000121397
1194,P,2012000121397
1195,P,2012000121469
1196,P,2012000121469
1197,P,2012000121655
1198,P,2012000121655
1199,P,2012000121688
1200,P,2012000121774
1201,P,2012000121774
1202,P,2012000121774
1203,P,2012000121774
1204,P,2012000121850
1205,P,2012000121850
1206,P,2012000122041
1207,P,2012000122041
1208,P,2012000122041
1209,P,2012000122077
1210,P,2012000122077
1211,P,2012000122286
1212,P,2012000122286
1213,P,2012000122584
1214,P,2012000122584
1215,P,2012000122697
1216,P,2012000122697
1217,P,2012000122980
1218,P,2012000123232
1219,P,2012000123232
1220,P,2012000123739
1221,P,2012000123739
1222,P,2012000123759
1223,P,2012000123759
1224,P,2012000123759
1225,P,2012000123760
1226,P,2012000123760
1227,P,2012000123760
1228,P,2012000124011
1229,P,2012000124011
1230,P,2012000124035
1231,P,2012000124303
1232,P,2012000124303
1233,P,2012000124383
1234,P,2012000124762
1235,P,2012000124762
1236,P,2012000124846
1237,P,2012000124846
1238,P,2012000124869
1239,P,2012000124869
1240,P,2012000125033
1241,P,2012000125034
1242,P,2012000125034
1243,P,2012000125034
1244,P,2012000125034
1245,P,2012000125034
1246,P,2012000125079
1247,P,2012000125079
1248,P,2012000125243
1249,P,2012000125243
1250,P,2012000125268
1251,P,2012000125268
1252,P,2012000125268
1253,P,2012000125331
1254,P,2012000125331
1255,P,2012000125609
1256,P,2012000125609
1257,P,2012000125750
1258,P,2012000125857
1259,P,2012000125857
1260,P,2012000126022
1261,P,2012000126022
1262,P,2012000126022
1263,P,2012000126139
1264,P,2012000126139
1265,P,2012000126699
1266,P,2012000127182
1267,P,2012000127182
1268,P,2012000127182
1269,P,2012000127607
1270,P,2012000127607
1271,P,2012000127630
1272,P,2012000127630
1273,P,2012000127640
1274,P,2012000127640
1275,P,2012000128154
1276,P,2012000128154
1277,P,2012000128154
1278,P,2012000128154
1279,P,2012000128154
1280,P,2012000128235
1281,P,2012000128235
1282,P,2012000128490
1283,P,2012000128490
1284,P,2012000128503
1285,P,2012000128503
1286,P,2012000128790
1287,P,2012000128934
1288,P,2012000128934
1289,P,2012000128957
1290,P,2012000129241
1291,P,2012000129241
1292,P,2012000129532
1293,P,2012000129555
1294,P,2012000129605
1295,P,2012000129605
1296,P,2012000130460
1297,P,2012000130524
1298,P,2012000130524
1299,P,2012000130524
1300,P,2012000130586
1301,P,2012000130586
1302,P,2012000130988
1303,P,2012000130988
1304,P,2012000131014
1305,P,2012000131014
1306,P,2012000131638
1307,P,2012000131638
1308,P,2012000131707
1309,P,2012000131707
1310,P,2012000131707
1311,P,2012000131707
1312,P,2012000131742
1313,P,2012000131742
1314,P,2012000131742
1315,P,2012000132597
1316,P,2012000132597
1317,P,2012000132695
1318,P,2012000132695
1319,P,2012000132695
1320,P,2012000132738
1321,P,2012000132756
1322,P,2012000133041
