,ADJINC,PWGTP,AGEP,CIT,CITWP
58305,1013916,8,39,1,
58306,1013916,5,31,1,
58307,1013916,17,18,1,
58308,1013916,17,25,3,
58309,1013916,16,32,1,
58310,1013916,5,24,1,
58311,1013916,14,23,3,
58312,1013916,15,20,1,
58313,1013916,29,19,1,
58314,1013916,13,67,1,
58315,1013916,16,29,1,
58316,1013916,20,31,1,
58317,1013916,39,32,1,
58318,1013916,49,33,1,
58319,1013916,55,12,1,
58320,1013916,55,7,1,
58321,1013916,41,2,1,
58322,1013916,20,62,1,
58323,1013916,15,62,1,
58324,1013916,7,35,5,
58325,1013916,10,33,4,2003.0
58326,1013916,14,14,4,2010.0
58327,1013916,10,8,4,2008.0
58328,1013916,13,0,4,2015.0
58329,1013916,24,50,1,
58330,1013916,11,49,1,
58331,1013916,4,37,1,
58332,1013916,3,39,1,
58333,1013916,9,16,1,
58334,1013916,6,12,1,
58335,1013916,5,8,1,
58336,1013916,5,6,1,
58337,1013916,5,3,1,
58338,1013916,6,1,1,
58339,1013916,10,74,1,
58340,1013916,8,70,1,
58341,1013916,17,50,1,
58342,1013916,10,19,1,
58343,1013916,9,19,1,
58344,1013916,11,15,1,
58345,1013916,64,34,1,
58346,1013916,46,55,1,
58347,1013916,13,54,1,
58348,1013916,4,56,1,
58349,1013916,4,56,1,
58350,1013916,9,61,1,
58351,1013916,8,56,1,
58352,1013916,73,35,5,
58353,1013916,64,35,5,
58354,1013916,54,12,1,
58355,1013916,66,5,1,
58356,1013916,15,44,1,
58357,1013916,13,44,1,
58358,1013916,16,18,1,
58359,1013916,16,15,1,
58360,1013916,16,8,1,
58361,1013916,20,52,1,
58362,1013916,25,51,1,
58363,1013916,15,29,1,
58364,1013916,8,29,1,
58365,1013916,10,2,1,
58366,1013916,15,41,1,
58367,1013916,12,42,1,
58368,1013916,16,16,1,
58369,1013916,9,4,1,
58370,1013916,25,48,1,
58371,1013916,13,67,1,
58372,1013916,14,72,1,
58373,1013916,30,53,1,
58374,1013916,22,54,1,
58375,1013916,28,27,1,
58376,1013916,31,3,1,
58377,1013916,31,0,1,
58378,1013916,70,45,1,
58379,1013916,11,27,1,
58380,1013916,10,33,1,
58381,1013916,12,68,1,
58382,1013916,12,73,1,
58383,1013916,18,30,1,
58384,1013916,22,41,1,
58385,1013916,20,46,1,
58386,1013916,20,9,1,
58387,1013916,21,5,1,
58388,1013916,6,66,1,
58389,1013916,2,28,1,
58390,1013916,3,31,1,
58391,1013916,1,62,1,
58392,1013916,3,67,1,
58393,1013916,29,35,5,
58394,1013916,32,36,5,
58395,1013916,38,10,5,
58396,1013916,51,7,1,
58397,1013916,48,0,1,
58398,1013916,80,57,1,
58399,1013916,76,57,3,
58400,1013916,3,51,1,
58401,1013916,3,56,1,
58402,1013916,5,15,1,
58403,1013916,2,11,1,
58404,1013916,2,13,1,
58405,1013916,16,22,1,
58406,1013916,18,21,1,
58407,1013916,10,66,1,
58408,1013916,10,64,1,
58409,1013916,7,55,1,
58410,1013916,2,64,1,
58411,1013916,4,63,1,
58412,1013916,11,46,1,
58413,1013916,17,14,1,
58414,1013916,16,10,1,
58415,1013916,59,74,1,
58416,1013916,13,27,1,
58417,1013916,17,4,1,
58418,1013916,37,72,1,
58419,1013916,19,29,1,
58420,1013916,14,24,3,
58421,1013916,63,40,1,
58422,1013916,13,74,1,
58423,1013916,2,51,1,
58424,1013916,3,37,1,
58425,1013916,1,15,1,
58426,1013916,2,14,1,
58427,1013916,2,11,1,
58428,1013916,2,11,1,
58429,1013916,13,64,1,
58430,1013916,11,58,1,
58431,1013916,5,83,1,
58432,1013916,15,18,1,
58433,1013916,14,61,1,
58434,1013916,10,55,1,
58435,1013916,17,65,1,
58436,1013916,10,59,1,
58437,1013916,32,67,1,
58438,1013916,15,45,1,
58439,1013916,14,50,1,
58440,1013916,9,21,1,
58441,1013916,14,64,1,
58442,1013916,11,67,1,
58443,1013916,10,57,1,
58444,1013916,9,58,1,
58445,1013916,29,38,1,
58446,1013916,52,30,1,
58447,1013916,15,84,1,
58448,1013916,19,86,1,
58449,1013916,8,68,1,
58450,1013916,9,70,1,
58451,1013916,23,75,1,
58452,1013916,35,24,5,
58453,1013916,3,61,1,
58454,1013916,4,64,1,
58455,1013916,9,12,1,
58456,1013916,7,10,1,
58457,1013916,6,9,1,
58458,1013916,6,68,1,
58459,1013916,10,59,1,
58460,1013916,10,69,1,
58461,1013916,45,24,5,
58462,1013916,37,72,1,
58463,1013916,31,59,1,
58464,1013916,13,76,1,
58465,1013916,23,41,1,
58466,1013916,17,40,1,
58467,1013916,16,41,1,
58468,1013916,12,7,1,
58469,1013916,42,46,1,
58470,1013916,13,76,1,
58471,1013916,12,78,1,
58472,1013916,9,22,1,
58473,1013916,28,3,1,
58474,1013916,29,21,1,
58475,1013916,22,19,1,
58476,1013916,13,24,1,
58477,1013916,5,32,1,
58478,1013916,4,30,1,
58479,1013916,4,2,1,
58480,1013916,6,8,1,
58481,1013916,10,30,1,
58482,1013916,13,43,1,
58483,1013916,10,45,1,
58484,1013916,5,83,1,
58485,1013916,42,51,1,
58486,1013916,6,62,1,
58487,1013916,9,59,1,
58488,1013916,8,69,1,
58489,1013916,10,72,1,
58490,1013916,9,42,1,
58491,1013916,8,42,1,
58492,1013916,9,13,1,
58493,1013916,8,11,1,
58494,1013916,90,37,1,
58495,1013916,89,48,1,
58496,1013916,93,8,1,
58497,1013916,20,26,1,
58498,1013916,28,23,1,
58499,1013916,44,57,1,
58500,1013916,2,62,1,
58501,1013916,57,61,1,
58502,1013916,31,60,1,
58503,1013916,21,57,4,1979.0
58504,1013916,20,58,1,
58505,1013916,4,87,1,
58506,1013916,23,42,1,
58507,1013916,15,25,1,
58508,1013916,18,5,1,
58509,1013916,4,20,1,
58510,1013916,3,49,1,
58511,1013916,3,48,1,
58512,1013916,6,16,1,
58513,1013916,30,63,1,
58514,1013916,35,64,1,
58515,1013916,31,53,1,
58516,1013916,39,22,1,
58517,1013916,9,35,1,
58518,1013916,7,35,1,
58519,1013916,6,7,1,
58520,1013916,13,60,1,
58521,1013916,13,13,1,
58522,1013916,26,39,1,
58523,1013916,15,55,1,
58524,1013916,15,61,1,
58525,1013916,38,86,1,
58526,1013916,7,29,1,
58527,1013916,6,3,1,
58528,1013916,44,61,1,
58529,1013916,26,67,1,
58530,1013916,16,30,1,
58531,1013916,7,40,1,
58532,1013916,6,44,1,
58533,1013916,4,14,1,
58534,1013916,8,13,1,
58535,1013916,8,76,1,
58536,1013916,7,74,1,
58537,1013916,12,69,1,
58538,1013916,13,49,1,
58539,1013916,12,48,1,
58540,1013916,11,16,1,
58541,1013916,14,14,1,
58542,1013916,14,12,1,
58543,1013916,11,60,1,
58544,1013916,14,53,1,
58545,1013916,14,31,1,
58546,1013916,9,34,1,
58547,1013916,12,10,1,
58548,1013916,12,8,1,
58549,1013916,14,6,1,
58550,1013916,17,2,1,
58551,1013916,2,66,4,2010.0
58552,1013916,1,59,4,2011.0
58553,1013916,40,23,1,
58554,1013916,29,23,1,
58555,1013916,55,67,4,2000.0
58556,1013916,34,64,5,
58557,1013916,80,38,1,
58558,1013916,87,29,1,
58559,1013916,28,57,1,
58560,1013916,32,55,1,
58561,1013916,52,31,1,
58562,1013916,16,26,1,
58563,1013916,2,82,1,
58564,1013916,3,81,1,
58565,1013916,8,21,1,
58566,1013916,73,41,1,
58567,1013916,73,42,1,
58568,1013916,53,15,1,
58569,1013916,16,58,1,
58570,1013916,16,57,1,
58571,1013916,25,67,1,
58572,1013916,21,73,1,
58573,1013916,6,71,1,
58574,1013916,4,69,1,
58575,1013916,6,38,1,
58576,1013916,6,42,3,
58577,1013916,4,11,1,
58578,1013916,5,8,1,
58579,1013916,5,6,1,
58580,1013916,30,49,1,
58581,1013916,31,85,1,
58582,1013916,30,83,1,
58583,1013916,20,53,1,
58584,1013916,17,57,3,
58585,1013916,22,54,1,
58586,1013916,14,57,1,
58587,1013916,13,66,1,
58588,1013916,22,28,1,
58589,1013916,15,69,1,
58590,1013916,13,67,1,
58591,1013916,24,66,1,
58592,1013916,42,33,1,
58593,1013916,24,50,1,
58594,1013916,19,52,1,
58595,1013916,2,61,1,
58596,1013916,3,81,1,
58597,1013916,24,29,1,
58598,1013916,17,29,5,
58599,1013916,8,84,1,
58600,1013916,8,83,1,
58601,1013916,13,41,1,
58602,1013916,11,42,4,2010.0
58603,1013916,13,10,1,
58604,1013916,12,6,1,
58605,1013916,12,61,1,
58606,1013916,18,71,1,
58607,1013916,16,75,1,
58608,1013916,29,23,5,
58609,1013916,18,36,1,
58610,1013916,13,27,1,
58611,1013916,13,2,1,
58612,1013916,42,66,1,
58613,1013916,53,71,1,
58614,1013916,6,26,1,
58615,1013916,6,26,1,
58616,1013916,4,1,1,
58617,1013916,5,0,1,
58618,1013916,17,62,1,
58619,1013916,15,64,1,
58620,1013916,37,35,1,
58621,1013916,16,10,1,
58622,1013916,16,8,1,
58623,1013916,19,8,1,
58624,1013916,27,93,1,
58625,1013916,3,61,1,
58626,1013916,2,60,1,
58627,1013916,2,24,1,
58628,1013916,4,26,1,
58629,1013916,3,25,1,
58630,1013916,22,56,1,
58631,1013916,24,59,1,
58632,1013916,47,63,1,
58633,1013916,48,68,1,
58634,1013916,18,35,1,
58635,1013916,2,68,1,
58636,1013916,2,56,1,
58637,1013916,16,34,1,
58638,1013916,17,34,1,
58639,1013916,20,15,1,
58640,1013916,18,14,1,
58641,1013916,18,10,1,
58642,1013916,23,8,1,
58643,1013916,18,5,1,
58644,1013916,43,34,1,
58645,1013916,7,63,1,
58646,1013916,16,57,1,
58647,1013916,11,54,1,
58648,1013916,21,48,1,
58649,1013916,21,46,1,
58650,1013916,37,16,1,
58651,1013916,20,14,1,
58652,1013916,21,11,1,
58653,1013916,18,4,1,
58654,1013916,15,46,1,
58655,1013916,17,51,1,
58656,1013916,28,20,1,
58657,1013916,17,18,1,
58658,1013916,18,13,1,
58659,1013916,18,9,1,
58660,1013916,9,31,1,
58661,1013916,15,32,1,
58662,1013916,15,9,1,
58663,1013916,14,7,1,
58664,1013916,15,2,1,
58665,1013916,16,0,1,
58666,1013916,21,43,5,
58667,1013916,11,41,4,1988.0
58668,1013916,24,20,1,
58669,1013916,20,17,1,
58670,1013916,15,13,1,
58671,1013916,10,24,1,
58672,1013916,8,21,1,
58673,1013916,21,33,4,2000.0
58674,1013916,19,30,5,
58675,1013916,25,6,1,
58676,1013916,27,1,1,
58677,1013916,19,30,1,
58678,1013916,23,28,1,
58679,1013916,30,6,1,
58680,1013916,36,1,1,
58681,1013916,15,62,1,
58682,1013916,6,76,1,
58683,1013916,9,76,1,
58684,1013916,10,34,1,
58685,1013916,21,71,1,
58686,1013916,18,40,5,
58687,1013916,9,34,5,
58688,1013916,11,16,5,
58689,1013916,9,14,1,
58690,1013916,21,45,1,
58691,1013916,13,51,1,
58692,1013916,25,17,1,
58693,1013916,24,15,1,
58694,1013916,23,12,1,
58695,1013916,37,30,1,
58696,1013916,2,37,1,
58697,1013916,3,36,1,
58698,1013916,3,14,1,
58699,1013916,2,13,1,
58700,1013916,2,10,1,
58701,1013916,2,6,1,
58702,1013916,3,5,1,
58703,1013916,3,2,1,
58704,1013916,20,67,1,
58705,1013916,21,63,1,
58706,1013916,25,64,1,
58707,1013916,21,56,1,
58708,1013916,8,71,1,
58709,1013916,24,65,1,
58710,1013916,21,60,1,
58711,1013916,29,63,1,
58712,1013916,12,20,1,
58713,1013916,3,58,1,
58714,1013916,3,59,1,
58715,1013916,18,64,1,
58716,1013916,18,62,1,
58717,1013916,4,63,1,
58718,1013916,5,64,1,
58719,1013916,18,33,1,
58720,1013916,24,35,1,
58721,1013916,9,63,1,
58722,1013916,16,85,1,
58723,1013916,16,40,1,
58724,1013916,15,36,1,
58725,1013916,14,13,1,
58726,1013916,13,8,1,
58727,1013916,17,5,1,
58728,1013916,26,74,1,
58729,1013916,7,37,1,
58730,1013916,4,27,1,
58731,1013916,4,2,1,
58732,1013916,5,0,1,
58733,1013916,18,47,1,
58734,1013916,18,47,1,
58735,1013916,27,23,1,
58736,1013916,37,23,1,
58737,1013916,22,17,1,
58738,1013916,4,68,1,
58739,1013916,5,56,5,
58740,1013916,5,31,1,
58741,1013916,5,27,1,
58742,1013916,10,4,1,
58743,1013916,11,1,1,
58744,1013916,18,30,1,
58745,1013916,20,28,1,
58746,1013916,4,73,1,
58747,1013916,3,70,1,
58748,1013916,6,63,1,
58749,1013916,18,59,1,
58750,1013916,14,56,1,
58751,1013916,13,48,1,
58752,1013916,14,46,1,
58753,1013916,27,16,1,
58754,1013916,15,14,1,
58755,1013916,3,93,1,
58756,1013916,2,93,1,
58757,1013916,3,67,1,
58758,1013916,15,60,1,
58759,1013916,15,65,1,
58760,1013916,11,28,1,
58761,1013916,10,27,1,
58762,1013916,10,9,1,
58763,1013916,9,8,1,
58764,1013916,13,80,3,
58765,1013916,13,76,1,
58766,1013916,27,67,1,
58767,1013916,27,67,1,
58768,1013916,9,63,1,
58769,1013916,11,73,1,
58770,1013916,29,35,1,
58771,1013916,29,36,1,
58772,1013916,32,11,1,
58773,1013916,33,9,1,
58774,1013916,25,4,1,
58775,1013916,24,2,1,
58776,1013916,21,61,1,
58777,1013916,42,39,1,
58778,1013916,4,73,1,
58779,1013916,15,73,1,
58780,1013916,18,78,1,
58781,1013916,64,58,1,
58782,1013916,56,55,1,
58783,1013916,18,72,1,
58784,1013916,17,66,1,
58785,1013916,28,36,1,
58786,1013916,25,37,1,
58787,1013916,24,18,1,
58788,1013916,57,11,1,
58789,1013916,28,75,1,
58790,1013916,28,76,1,
58791,1013916,65,51,1,
58792,1013916,40,45,1,
58793,1013916,37,35,1,
58794,1013916,55,18,1,
58795,1013916,42,2,1,
58796,1013916,15,29,1,
58797,1013916,22,1,1,
58798,1013916,11,24,1,
58799,1013916,27,65,1,
58800,1013916,27,62,1,
58801,1013916,2,16,1,
58802,1013916,3,65,1,
58803,1013916,3,67,1,
58804,1013916,25,44,4,2006.0
58805,1013916,24,44,4,2006.0
58806,1013916,26,15,1,
58807,1013916,24,13,1,
58808,1013916,29,55,5,
58809,1013916,25,56,1,
58810,1013916,31,49,1,
58811,1013916,32,51,1,
58812,1013916,50,20,1,
58813,1013916,21,16,1,
58814,1013916,7,74,1,
58815,1013916,15,71,1,
58816,1013916,25,62,1,
58817,1013916,23,62,1,
58818,1013916,6,71,1,
58819,1013916,4,65,1,
58820,1013916,29,42,1,
58821,1013916,16,32,1,
58822,1013916,3,29,1,
58823,1013916,3,31,1,
58824,1013916,3,0,1,
58825,1013916,3,8,1,
58826,1013916,12,46,1,
58827,1013916,16,41,1,
58828,1013916,13,10,1,
58829,1013916,13,8,1,
58830,1013916,12,15,1,
58831,1013916,10,13,1,
58832,1013916,10,8,1,
58833,1013916,34,18,1,
58834,1013916,6,54,4,2008.0
58835,1013916,42,86,1,
58836,1013916,26,42,1,
58837,1013916,26,44,1,
58838,1013916,31,18,1,
58839,1013916,20,13,1,
58840,1013916,18,15,1,
58841,1013916,26,9,1,
58842,1013916,10,63,1,
58843,1013916,14,60,1,
58844,1013916,4,77,1,
58845,1013916,4,77,1,
58846,1013916,83,32,5,
58847,1013916,161,29,5,
58848,1013916,26,42,1,
58849,1013916,24,46,1,
58850,1013916,20,2,1,
58851,1013916,28,13,1,
58852,1013916,24,9,1,
58853,1013916,2,69,1,
58854,1013916,2,67,1,
58855,1013916,32,53,1,
58856,1013916,33,50,1,
58857,1013916,4,49,1,
58858,1013916,6,55,1,
58859,1013916,19,77,1,
58860,1013916,17,81,1,
58861,1013916,46,28,1,
58862,1013916,26,29,1,
58863,1013916,33,10,1,
58864,1013916,34,5,1,
58865,1013916,36,3,1,
58866,1013916,26,1,1,
58867,1013916,18,49,1,
58868,1013916,13,46,1,
58869,1013916,14,72,1,
58870,1013916,12,51,1,
58871,1013916,10,53,1,
58872,1013916,2,61,1,
58873,1013916,3,60,1,
58874,1013916,19,11,1,
58875,1013916,17,22,1,
58876,1013916,22,27,1,
58877,1013916,21,22,1,
58878,1013916,32,21,1,
58879,1013916,49,41,1,
58880,1013916,103,17,1,
58881,1013916,50,6,1,
58882,1013916,22,68,1,
58883,1013916,23,51,1,
58884,1013916,22,61,1,
58885,1013916,9,26,1,
58886,1013916,9,32,1,
58887,1013916,11,45,1,
58888,1013916,14,39,1,
58889,1013916,12,4,1,
58890,1013916,57,73,1,
58891,1013916,11,58,1,
58892,1013916,14,57,1,
58893,1013916,25,80,1,
58894,1013916,25,83,1,
58895,1013916,15,25,1,
58896,1013916,8,25,1,
58897,1013916,16,25,1,
58898,1013916,16,29,5,
58899,1013916,20,32,5,
58900,1013916,14,9,5,
58901,1013916,12,6,1,
58902,1013916,12,5,1,
58903,1013916,13,3,1,
58904,1013916,20,32,1,
58905,1013916,18,32,1,
58906,1013916,12,54,1,
58907,1013916,13,52,1,
58908,1013916,14,21,1,
58909,1013916,17,61,1,
58910,1013916,21,37,1,
58911,1013916,18,43,1,
58912,1013916,20,15,1,
58913,1013916,30,13,1,
58914,1013916,28,10,1,
58915,1013916,30,6,1,
58916,1013916,12,77,5,
58917,1013916,11,76,5,
58918,1013916,26,49,1,
58919,1013916,39,15,1,
58920,1013916,24,37,1,
58921,1013916,16,16,1,
58922,1013916,25,14,1,
58923,1013916,12,35,1,
58924,1013916,17,37,4,1999.0
58925,1013916,5,49,1,
58926,1013916,4,56,1,
58927,1013916,7,32,1,
58928,1013916,47,48,1,
58929,1013916,53,23,1,
58930,1013916,22,68,1,
58931,1013916,21,58,1,
58932,1013916,12,18,1,
58933,1013916,52,29,1,
58934,1013916,91,31,1,
58935,1013916,105,4,1,
58936,1013916,76,12,1,
58937,1013916,88,10,1,
58938,1013916,76,7,1,
58939,1013916,76,6,1,
58940,1013916,11,86,1,
58941,1013916,24,54,1,
58942,1013916,26,57,1,
58943,1013916,49,51,1,
58944,1013916,41,60,1,
58945,1013916,28,41,1,
58946,1013916,8,66,1,
58947,1013916,6,64,1,
58948,1013916,26,86,1,
58949,1013916,22,66,1,
58950,1013916,21,70,1,
58951,1013916,25,68,1,
58952,1013916,35,69,1,
58953,1013916,25,69,1,
58954,1013916,48,64,1,
58955,1013916,47,64,1,
58956,1013916,4,78,1,
58957,1013916,4,38,1,
58958,1013916,18,23,1,
58959,1013916,36,27,1,
58960,1013916,12,56,1,
58961,1013916,5,69,1,
58962,1013916,13,47,1,
58963,1013916,21,20,1,
58964,1013916,25,65,1,
58965,1013916,25,66,1,
58966,1013916,13,73,1,
58967,1013916,12,70,1,
58968,1013916,17,76,1,
58969,1013916,8,32,1,
58970,1013916,16,16,1,
58971,1013916,18,69,1,
58972,1013916,12,35,1,
58973,1013916,12,69,1,
58974,1013916,12,68,1,
58975,1013916,2,65,1,
58976,1013916,2,61,1,
58977,1013916,53,53,1,
58978,1013916,17,23,1,
58979,1013916,45,22,1,
58980,1013916,45,21,1,
58981,1013916,4,52,1,
58982,1013916,4,52,1,
58983,1013916,9,47,1,
58984,1013916,9,37,1,
58985,1013916,10,8,1,
58986,1013916,14,2,1,
58987,1013916,11,73,1,
58988,1013916,8,76,1,
58989,1013916,15,34,1,
58990,1013916,21,37,1,
58991,1013916,20,9,1,
58992,1013916,23,8,1,
58993,1013916,16,15,1,
58994,1013916,14,20,1,
58995,1013916,16,23,1,
58996,1013916,15,24,4,1994.0
58997,1013916,17,51,1,
58998,1013916,22,17,1,
58999,1013916,15,34,1,
59000,1013916,13,33,1,
59001,1013916,21,36,1,
59002,1013916,17,13,1,
59003,1013916,17,11,1,
59004,1013916,7,35,1,
59005,1013916,11,35,1,
59006,1013916,9,11,1,
59007,1013916,9,8,1,
59008,1013916,9,7,1,
59009,1013916,11,4,1,
59010,1013916,16,30,1,
59011,1013916,16,31,1,
59012,1013916,34,4,1,
59013,1013916,21,2,1,
59014,1013916,20,53,1,
59015,1013916,19,28,1,
59016,1013916,15,73,1,
59017,1013916,21,28,1,
59018,1013916,1,14,1,
59019,1013916,15,77,1,
59020,1013916,13,73,1,
59021,1013916,7,75,1,
59022,1013916,9,58,1,
59023,1013916,3,73,1,
59024,1013916,17,67,1,
59025,1013916,21,42,1,
59026,1013916,11,88,1,
59027,1013916,34,53,1,
59028,1013916,23,51,1,
59029,1013916,17,50,1,
59030,1013916,11,66,1,
59031,1013916,17,22,3,
59032,1013916,10,51,1,
59033,1013916,24,57,1,
59034,1013916,12,43,1,
59035,1013916,12,18,1,
59036,1013916,10,16,3,
59037,1013916,5,58,1,
59038,1013916,14,49,1,
59039,1013916,38,45,1,
59040,1013916,49,43,1,
59041,1013916,46,9,1,
59042,1013916,21,52,1,
59043,1013916,17,48,4,1997.0
59044,1013916,35,22,1,
59045,1013916,14,60,1,
59046,1013916,22,55,1,
59047,1013916,24,82,1,
59048,1013916,19,24,1,
59049,1013916,12,21,1,
59050,1013916,11,2,1,
59051,1013916,10,0,1,
59052,1013916,15,55,1,
59053,1013916,13,57,1,
59054,1013916,14,18,1,
59055,1013916,8,40,1,
59056,1013916,13,67,1,
59057,1013916,5,66,1,
59058,1013916,7,82,1,
59059,1013916,10,19,1,
59060,1013916,32,58,1,
59061,1013916,49,61,1,
59062,1013916,167,33,1,
59063,1013916,4,20,1,
59064,1013916,16,83,1,
59065,1013916,17,81,1,
59066,1013916,12,65,1,
59067,1013916,12,63,1,
59068,1013916,15,51,1,
59069,1013916,22,12,1,
59070,1013916,23,10,1,
59071,1013916,21,39,1,
59072,1013916,27,55,1,
59073,1013916,28,59,1,
59074,1013916,33,20,1,
59075,1013916,27,14,4,2001.0
59076,1013916,41,51,1,
59077,1013916,6,87,1,
59078,1013916,11,28,1,
59079,1013916,36,27,1,
59080,1013916,29,27,1,
59081,1013916,40,60,1,
59082,1013916,11,59,1,
59083,1013916,7,61,1,
59084,1013916,8,35,1,
59085,1013916,9,36,1,
59086,1013916,10,11,1,
59087,1013916,10,7,1,
59088,1013916,9,4,1,
59089,1013916,8,0,1,
59090,1013916,7,0,1,
59091,1013916,14,58,4,1990.0
59092,1013916,13,46,5,
59093,1013916,24,27,1,
59094,1013916,32,25,1,
59095,1013916,15,41,1,
59096,1013916,14,17,1,
59097,1013916,13,19,1,
59098,1013916,27,23,1,
59099,1013916,28,41,1,
59100,1013916,28,41,1,
59101,1013916,20,16,1,
59102,1013916,20,15,1,
59103,1013916,35,73,1,
59104,1013916,10,22,1,
59105,1013916,25,37,1,
59106,1013916,6,27,1,
59107,1013916,15,4,1,
59108,1013916,17,32,1,
59109,1013916,21,11,1,
59110,1013916,62,25,5,
59111,1013916,81,26,5,
59112,1013916,24,34,1,
59113,1013916,22,30,5,
59114,1013916,24,7,1,
59115,1013916,21,4,1,
59116,1013916,50,68,1,
59117,1013916,41,67,1,
59118,1013916,5,54,1,
59119,1013916,11,88,1,
59120,1013916,38,48,1,
59121,1013916,32,79,1,
59122,1013916,32,77,1,
59123,1013916,2,63,1,
59124,1013916,8,19,1,
59125,1013916,16,68,1,
59126,1013916,19,43,1,
59127,1013916,5,47,1,
59128,1013916,3,53,1,
59129,1013916,3,17,1,
59130,1013916,3,15,1,
59131,1013916,21,69,1,
59132,1013916,23,66,1,
59133,1013916,71,63,1,
59134,1013916,63,63,1,
59135,1013916,153,31,1,
59136,1013916,64,2,1,
59137,1013916,48,24,1,
59138,1013916,4,16,1,
59139,1013916,13,38,1,
59140,1013916,18,43,1,
59141,1013916,15,46,1,
59142,1013916,13,14,1,
59143,1013916,16,14,1,
59144,1013916,12,64,1,
59145,1013916,12,68,1,
59146,1013916,21,41,1,
59147,1013916,20,59,1,
59148,1013916,34,36,4,2013.0
59149,1013916,26,44,1,
59150,1013916,49,8,1,
59151,1013916,32,51,1,
59152,1013916,41,42,1,
59153,1013916,55,68,1,
59154,1013916,24,56,1,
59155,1013916,47,45,1,
59156,1013916,42,45,1,
59157,1013916,40,17,1,
59158,1013916,22,42,1,
59159,1013916,29,18,1,
59160,1013916,10,16,1,
59161,1013916,10,14,4,2003.0
59162,1013916,11,12,4,2003.0
59163,1013916,7,50,1,
59164,1013916,9,52,1,
59165,1013916,9,61,1,
59166,1013916,9,73,1,
59167,1013916,15,51,1,
59168,1013916,38,18,1,
59169,1013916,16,17,1,
59170,1013916,36,65,1,
59171,1013916,33,56,1,
59172,1013916,24,69,1,
59173,1013916,18,65,1,
59174,1013916,11,77,1,
59175,1013916,60,46,1,
59176,1013916,58,48,1,
59177,1013916,64,16,1,
59178,1013916,39,71,1,
59179,1013916,42,38,1,
59180,1013916,48,27,1,
59181,1013916,53,7,1,
59182,1013916,29,2,1,
59183,1013916,5,24,1,
59184,1013916,20,28,1,
59185,1013916,19,3,1,
59186,1013916,19,2,1,
59187,1013916,19,0,1,
59188,1013916,3,62,1,
59189,1013916,3,71,1,
59190,1013916,62,34,1,
59191,1013916,76,0,1,
59192,1013916,70,29,1,
59193,1013916,14,53,1,
59194,1013916,19,55,1,
59195,1013916,26,79,1,
59196,1013916,24,81,1,
59197,1013916,15,39,1,
59198,1013916,13,36,1,
59199,1013916,9,11,1,
59200,1013916,10,9,1,
59201,1013916,7,4,1,
59202,1013916,12,93,1,
59203,1013916,12,78,1,
59204,1013916,16,22,1,
59205,1013916,32,25,1,
59206,1013916,29,32,1,
59207,1013916,21,31,1,
59208,1013916,16,66,1,
59209,1013916,12,63,1,
59210,1013916,15,64,1,
59211,1013916,16,63,1,
59212,1013916,31,45,1,
59213,1013916,24,48,1,
59214,1013916,19,17,1,
59215,1013916,9,33,1,
59216,1013916,16,36,1,
59217,1013916,10,13,1,
59218,1013916,11,10,1,
59219,1013916,11,8,1,
59220,1013916,23,16,1,
59221,1013916,24,70,1,
59222,1013916,27,55,1,
59223,1013916,51,80,1,
59224,1013916,21,65,1,
59225,1013916,26,66,1,
59226,1013916,22,18,1,
59227,1013916,21,26,1,
59228,1013916,23,42,1,
59229,1013916,18,16,1,
59230,1013916,8,64,1,
59231,1013916,29,79,1,
59232,1013916,25,76,1,
59233,1013916,18,37,1,
59234,1013916,8,69,1,
59235,1013916,7,67,4,1977.0
59236,1013916,82,52,1,
59237,1013916,94,53,1,
59238,1013916,69,7,1,
59239,1013916,29,29,1,
59240,1013916,19,29,1,
59241,1013916,24,6,1,
59242,1013916,24,4,1,
59243,1013916,71,61,1,
59244,1013916,27,30,1,
59245,1013916,35,30,1,
59246,1013916,42,7,1,
59247,1013916,42,5,1,
59248,1013916,33,0,1,
59249,1013916,25,63,1,
59250,1013916,8,72,1,
59251,1013916,13,60,1,
59252,1013916,14,70,1,
59253,1013916,28,40,1,
59254,1013916,17,56,1,
59255,1013916,17,52,1,
59256,1013916,26,21,1,
59257,1013916,21,77,1,
59258,1013916,23,44,1,
59259,1013916,22,43,1,
59260,1013916,76,51,1,
59261,1013916,98,53,1,
59262,1013916,18,62,1,
59263,1013916,14,63,1,
59264,1013916,19,29,1,
59265,1013916,32,3,1,
59266,1013916,27,28,1,
59267,1013916,28,75,1,
59268,1013916,6,30,1,
59269,1013916,12,57,1,
59270,1013916,24,70,1,
59271,1013916,24,68,1,
59272,1013916,13,53,1,
59273,1013916,19,24,1,
59274,1013916,23,76,1,
59275,1013916,3,70,1,
59276,1013916,22,30,1,
59277,1013916,17,53,1,
59278,1013916,48,51,1,
59279,1013916,55,51,1,
59280,1013916,19,41,1,
59281,1013916,32,42,1,
59282,1013916,54,17,1,
59283,1013916,41,14,1,
59284,1013916,37,10,1,
59285,1013916,6,19,1,
59286,1013916,3,61,1,
59287,1013916,3,3,1,
59288,1013916,25,55,1,
59289,1013916,15,87,1,
59290,1013916,13,25,1,
59291,1013916,8,22,1,
59292,1013916,11,4,1,
59293,1013916,11,3,1,
59294,1013916,11,1,1,
59295,1013916,8,48,5,
