,AGEP
51978,82
51979,77
51980,83
51981,54
51982,70
51983,56
51984,56
51985,56
51986,37
51987,21
51988,61
51989,74
51990,71
51991,41
51992,34
51993,27
51994,27
51995,26
51996,28
51997,24
51998,3
51999,58
52000,52
52001,21
52002,26
52003,56
52004,59
52005,24
52006,22
52007,75
52008,71
52009,41
52010,41
52011,41
52012,44
52013,15
52014,13
52015,11
52016,70
52017,65
52018,71
52019,62
52020,30
52021,0
52022,26
52023,70
52024,65
52025,51
52026,50
52027,18
52028,48
52029,46
52030,73
52031,29
52032,33
52033,11
52034,7
52035,5
52036,0
52037,33
52038,34
52039,12
52040,10
52041,16
52042,60
52043,54
52044,56
52045,69
52046,66
52047,58
52048,62
52049,29
52050,1
52051,1
52052,29
52053,52
52054,49
52055,24
52056,60
52057,64
52058,23
52059,27
52060,2
52061,80
52062,82
52063,72
52064,78
52065,26
52066,25
52067,38
52068,38
52069,2
52070,20
52071,19
52072,43
52073,40
52074,36
52075,54
52076,56
52077,53
52078,16
52079,33
52080,31
52081,85
52082,50
52083,23
52084,85
52085,74
52086,72
52087,93
52088,78
52089,80
52090,60
52091,25
52092,1
52093,23
52094,49
52095,9
52096,52
52097,93
52098,51
52099,51
52100,59
52101,71
52102,69
52103,58
52104,33
52105,35
52106,2
52107,45
52108,45
52109,17
52110,34
52111,70
52112,22
52113,24
52114,23
52115,80
52116,73
52117,25
52118,56
52119,42
52120,84
52121,81
52122,42
52123,6
52124,3
52125,41
52126,45
52127,19
52128,7
52129,47
52130,46
52131,20
52132,68
52133,67
52134,51
52135,52
52136,21
52137,19
52138,68
52139,80
52140,75
52141,65
52142,32
52143,50
52144,18
52145,71
52146,48
52147,50
52148,20
52149,56
52150,54
52151,84
52152,78
52153,31
52154,38
52155,10
52156,7
52157,36
52158,33
52159,16
52160,15
52161,10
52162,58
52163,19
52164,76
52165,36
52166,36
52167,23
52168,64
52169,51
52170,37
52171,37
52172,13
52173,11
52174,55
52175,81
52176,74
52177,68
52178,64
52179,36
52180,11
52181,39
52182,86
52183,50
52184,78
52185,52
52186,52
52187,33
52188,31
52189,7
52190,5
52191,3
52192,27
52193,27
52194,6
52195,4
52196,16
52197,44
52198,22
52199,18
52200,22
52201,22
52202,20
52203,20
52204,20
52205,18
52206,22
52207,0
52208,24
52209,55
52210,55
52211,85
52212,72
52213,34
52214,36
52215,13
52216,9
52217,7
52218,85
52219,57
52220,55
52221,26
52222,3
52223,27
52224,32
52225,1
52226,7
52227,47
52228,47
52229,21
52230,51
52231,51
52232,22
52233,72
52234,81
52235,16
52236,13
52237,64
52238,68
52239,61
52240,43
52241,17
52242,79
52243,71
52244,46
52245,46
52246,17
52247,61
52248,59
52249,38
52250,37
52251,49
52252,4
52253,3
52254,0
52255,17
52256,46
52257,43
52258,22
52259,17
52260,11
52261,10
52262,50
52263,54
52264,21
52265,20
52266,17
52267,37
52268,34
52269,16
52270,12
52271,7
52272,63
52273,67
52274,67
52275,66
52276,30
52277,27
52278,0
52279,78
52280,74
52281,64
52282,44
52283,69
52284,68
52285,59
52286,55
52287,56
52288,32
52289,13
52290,11
52291,9
52292,7
52293,4
52294,60
52295,63
52296,55
52297,50
52298,35
52299,37
52300,10
52301,8
52302,79
52303,80
52304,53
52305,19
52306,19
52307,19
52308,19
52309,42
52310,53
52311,52
52312,15
52313,42
52314,20
52315,23
52316,88
52317,84
52318,45
52319,41
52320,15
52321,12
52322,42
52323,44
52324,18
52325,15
52326,12
52327,7
52328,71
52329,67
52330,32
52331,60
52332,23
52333,80
52334,53
52335,40
52336,29
52337,28
52338,66
52339,63
52340,50
52341,19
52342,67
52343,69
52344,52
52345,49
52346,16
52347,16
52348,16
52349,47
52350,31
52351,28
52352,5
52353,4
52354,26
52355,23
52356,33
52357,38
52358,25
52359,0
52360,78
52361,69
52362,87
52363,81
52364,76
52365,52
52366,48
52367,17
52368,45
52369,36
52370,9
52371,15
52372,65
52373,59
52374,56
52375,22
52376,87
52377,84
52378,22
52379,77
52380,25
52381,2
52382,37
52383,64
52384,54
52385,64
52386,71
52387,52
52388,53
52389,24
52390,70
52391,66
52392,38
52393,67
52394,53
52395,53
52396,35
52397,31
52398,9
52399,5
52400,59
52401,71
52402,35
52403,45
52404,17
52405,17
52406,12
52407,10
52408,8
52409,6
52410,41
52411,25
52412,49
52413,52
52414,7
52415,7
52416,42
52417,15
52418,6
52419,85
52420,70
52421,62
52422,52
52423,58
52424,31
52425,76
52426,75
52427,70
52428,34
52429,42
52430,52
52431,88
52432,80
52433,40
52434,44
52435,52
52436,65
52437,51
52438,57
52439,65
52440,61
52441,50
52442,35
52443,32
52444,28
52445,42
52446,42
52447,8
52448,6
52449,66
52450,37
52451,43
52452,11
52453,8
52454,47
52455,55
52456,71
52457,71
52458,60
52459,63
52460,64
52461,62
52462,41
52463,13
52464,8
52465,75
52466,64
52467,81
52468,42
52469,51
52470,15
52471,37
52472,53
52473,30
52474,34
52475,31
52476,0
52477,10
52478,4
52479,35
52480,17
52481,9
52482,28
52483,47
52484,47
52485,17
52486,13
52487,42
52488,44
52489,56
52490,56
52491,76
52492,65
52493,24
52494,18
52495,2
52496,32
52497,30
52498,12
52499,10
52500,4
52501,1
52502,40
52503,18
52504,15
52505,12
52506,20
52507,40
52508,74
52509,58
52510,58
52511,61
52512,54
52513,58
52514,10
52515,67
52516,73
52517,43
52518,45
52519,19
52520,17
52521,16
52522,11
52523,8
52524,6
52525,42
52526,55
52527,70
52528,65
52529,26
52530,11
52531,7
52532,6
52533,2
52534,75
52535,76
52536,28
52537,2
52538,31
52539,62
52540,54
52541,75
52542,75
52543,48
52544,65
52545,65
52546,29
52547,70
52548,69
52549,13
52550,69
52551,58
52552,62
52553,71
52554,70
52555,68
52556,55
52557,56
52558,66
52559,57
52560,9
52561,28
52562,8
52563,8
52564,8
52565,5
52566,4
52567,2
52568,9
52569,32
52570,93
52571,87
52572,61
52573,59
52574,58
52575,20
52576,21
52577,20
52578,19
52579,18
52580,74
52581,74
52582,43
52583,16
52584,14
52585,40
52586,44
52587,45
52588,17
52589,15
52590,20
52591,16
52592,41
52593,64
52594,69
52595,67
52596,67
52597,59
52598,59
52599,35
52600,24
52601,25
52602,25
52603,4
52604,68
52605,73
52606,46
52607,30
52608,9
52609,6
52610,5
52611,53
52612,6
52613,53
52614,54
52615,71
52616,66
52617,57
52618,30
52619,29
52620,28
52621,24
52622,7
52623,51
52624,57
52625,14
52626,67
52627,55
52628,62
52629,63
52630,79
52631,29
52632,54
52633,67
52634,71
52635,75
52636,65
52637,26
52638,28
52639,0
52640,49
52641,37
52642,17
52643,19
52644,16
52645,13
52646,70
52647,74
52648,65
52649,62
52650,83
52651,84
52652,46
52653,54
52654,22
52655,23
52656,61
52657,49
52658,51
52659,39
52660,16
52661,13
52662,73
52663,67
52664,74
52665,34
52666,57
52667,59
52668,48
52669,25
52670,23
52671,16
52672,68
52673,69
52674,62
52675,61
52676,37
52677,10
52678,9
52679,45
52680,48
52681,18
52682,15
52683,52
52684,50
52685,79
52686,69
52687,27
52688,32
52689,6
52690,5
52691,0
52692,6
52693,4
52694,25
52695,48
52696,48
52697,15
52698,45
52699,40
52700,15
52701,12
52702,10
52703,68
52704,62
52705,38
52706,36
52707,13
52708,11
52709,6
52710,4
52711,86
52712,71
52713,93
52714,19
52715,20
52716,58
52717,62
52718,53
52719,29
52720,10
52721,4
52722,0
52723,57
52724,44
52725,43
52726,1
52727,78
52728,52
52729,52
52730,56
52731,65
52732,25
52733,58
52734,23
52735,21
52736,63
52737,67
52738,39
52739,15
52740,13
52741,12
52742,9
52743,38
52744,25
52745,30
52746,23
52747,65
52748,68
52749,39
52750,48
52751,42
52752,41
52753,39
52754,17
52755,14
52756,13
52757,11
52758,8
52759,29
52760,56
52761,28
52762,54
52763,14
52764,70
52765,74
52766,28
52767,17
52768,15
52769,14
52770,12
52771,6
52772,1
52773,28
52774,56
52775,59
52776,81
52777,25
52778,33
52779,27
52780,62
52781,25
52782,57
52783,62
52784,55
52785,54
52786,87
52787,85
52788,34
52789,31
52790,46
52791,48
52792,47
52793,66
52794,66
52795,46
52796,46
52797,5
52798,64
52799,64
52800,57
52801,34
52802,40
52803,17
52804,15
52805,8
52806,3
52807,56
52808,58
52809,55
52810,27
52811,71
52812,75
52813,79
52814,46
52815,71
52816,47
52817,34
52818,6
52819,6
52820,44
52821,45
52822,51
52823,54
52824,17
52825,14
52826,10
52827,74
52828,54
52829,54
52830,24
52831,40
52832,43
52833,72
52834,61
52835,35
52836,27
52837,14
52838,13
52839,35
52840,8
52841,6
52842,6
52843,58
52844,60
52845,63
52846,44
52847,46
52848,9
52849,7
52850,22
52851,53
52852,53
52853,43
52854,39
52855,14
52856,52
52857,61
52858,66
52859,27
52860,67
52861,67
52862,31
52863,10
52864,65
52865,63
52866,64
52867,17
52868,9
52869,8
52870,6
52871,74
52872,34
52873,31
52874,30
52875,6
52876,5
52877,33
52878,28
52879,50
52880,51
52881,42
52882,34
52883,5
52884,0
52885,59
52886,51
52887,46
52888,46
52889,14
52890,11
52891,41
52892,33
52893,80
52894,72
52895,63
52896,31
52897,29
52898,7
52899,52
52900,35
52901,32
52902,13
52903,9
52904,51
52905,51
52906,16
52907,10
52908,34
52909,63
52910,63
52911,11
52912,45
52913,46
52914,16
52915,33
52916,38
52917,9
52918,4
52919,68
52920,70
52921,17
52922,83
52923,54
52924,79
52925,74
52926,53
52927,53
52928,33
52929,32
52930,7
52931,2
52932,71
52933,80
52934,51
52935,59
52936,81
52937,88
52938,51
52939,42
52940,23
52941,13
52942,64
52943,62
52944,93
52945,20
52946,22
52947,71
52948,84
52949,31
52950,33
52951,20
52952,22
52953,21
52954,20
52955,62
52956,76
52957,71
52958,62
52959,44
52960,45
52961,42
52962,28
52963,29
52964,4
52965,1
52966,54
52967,56
52968,34
52969,11
52970,47
52971,21
52972,60
52973,22
52974,66
52975,63
52976,72
52977,63
52978,48
52979,24
52980,29
52981,20
52982,0
52983,18
52984,35
52985,32
52986,12
52987,51
52988,74
52989,74
52990,66
52991,48
52992,48
52993,58
52994,60
52995,24
52996,55
52997,56
52998,71
52999,49
53000,31
53001,2
53002,9
53003,7
53004,45
53005,35
53006,36
53007,18
53008,8
53009,45
53010,56
53011,57
53012,22
53013,19
53014,17
53015,17
53016,79
53017,64
53018,63
53019,42
53020,44
53021,55
53022,54
53023,51
53024,55
53025,74
53026,68
53027,60
53028,59
53029,65
53030,57
53031,65
53032,62
53033,39
53034,46
53035,35
53036,21
53037,3
53038,26
53039,40
53040,49
53041,64
53042,64
53043,24
53044,25
53045,43
53046,58
53047,78
53048,77
53049,45
53050,47
53051,18
53052,14
53053,11
53054,7
53055,4
53056,78
53057,74
53058,49
53059,47
53060,12
53061,10
53062,58
53063,55
53064,32
53065,24
53066,33
53067,20
53068,19
53069,61
53070,93
53071,62
53072,58
53073,19
53074,17
53075,15
53076,69
53077,38
53078,38
53079,28
53080,68
53081,53
53082,65
53083,69
53084,85
53085,58
53086,58
53087,36
53088,38
53089,10
53090,8
53091,40
53092,5
53093,45
53094,25
53095,24
53096,11
53097,63
53098,63
53099,36
53100,30
53101,4
53102,45
53103,58
53104,45
53105,14
53106,26
53107,73
53108,68
53109,69
53110,26
53111,63
53112,39
53113,16
53114,10
53115,1
53116,38
53117,50
53118,53
53119,12
53120,52
53121,55
53122,57
53123,52
53124,22
53125,22
53126,29
53127,30
53128,82
53129,36
53130,32
53131,70
53132,60
53133,58
53134,30
53135,84
53136,48
53137,82
53138,38
53139,35
53140,17
53141,14
53142,11
53143,38
53144,38
53145,16
53146,13
53147,8
53148,68
53149,68
53150,85
53151,45
53152,64
53153,74
53154,65
53155,33
53156,67
53157,68
53158,37
53159,33
53160,9
53161,7
53162,82
53163,73
53164,52
53165,35
53166,32
53167,5
53168,4
53169,53
53170,53
53171,58
53172,60
53173,48
53174,48
53175,29
53176,0
53177,23
53178,59
53179,24
53180,33
53181,8
53182,55
53183,35
53184,10
53185,9
53186,6
53187,29
53188,54
53189,49
53190,21
53191,17
53192,14
53193,68
53194,53
53195,61
53196,35
53197,28
53198,3
53199,56
53200,67
53201,78
53202,77
53203,71
53204,64
53205,30
53206,19
53207,68
53208,66
53209,46
53210,46
53211,23
53212,22
53213,63
53214,60
53215,64
53216,40
53217,44
53218,18
53219,16
53220,12
53221,74
53222,80
53223,55
53224,56
53225,31
53226,62
53227,63
53228,32
53229,10
53230,6
53231,2
53232,1
53233,69
53234,54
53235,56
53236,24
53237,19
53238,58
53239,71
53240,60
53241,62
53242,71
53243,39
53244,11
53245,72
53246,87
53247,27
53248,8
53249,6
53250,42
53251,41
53252,13
53253,8
53254,16
53255,68
53256,62
53257,48
53258,18
53259,54
53260,49
53261,24
53262,66
53263,56
53264,77
53265,47
53266,50
53267,8
53268,61
53269,60
53270,36
53271,13
53272,28
53273,27
53274,6
53275,4
53276,0
53277,27
53278,20
53279,21
53280,57
53281,52
53282,55
53283,15
53284,56
53285,55
53286,29
53287,50
53288,17
53289,16
53290,15
53291,44
53292,48
53293,50
53294,62
53295,63
53296,61
53297,52
53298,48
53299,56
53300,64
53301,24
53302,22
53303,72
53304,76
53305,71
53306,52
53307,78
53308,79
53309,58
53310,31
53311,31
53312,10
53313,7
53314,39
53315,11
53316,14
53317,66
53318,62
53319,61
53320,61
53321,53
53322,16
53323,50
53324,19
53325,60
53326,60
53327,29
53328,58
53329,52
53330,57
53331,53
53332,36
53333,45
53334,49
53335,16
53336,75
53337,50
53338,42
53339,13
53340,11
53341,5
53342,52
53343,59
53344,50
53345,42
53346,16
53347,70
53348,57
53349,53
53350,48
53351,68
53352,60
53353,25
53354,31
53355,6
53356,49
53357,51
53358,61
53359,35
53360,25
53361,13
53362,11
53363,6
53364,5
53365,85
53366,69
53367,68
53368,56
53369,25
53370,34
53371,33
53372,10
53373,7
53374,4
53375,1
53376,63
53377,59
53378,65
53379,76
53380,66
53381,70
53382,71
53383,71
53384,47
53385,67
53386,66
53387,79
53388,79
53389,64
53390,21
53391,22
53392,22
53393,20
53394,84
53395,29
53396,26
53397,78
53398,76
53399,55
53400,33
53401,7
53402,59
53403,72
53404,20
53405,20
53406,20
53407,20
53408,39
53409,18
53410,15
53411,24
53412,24
53413,25
53414,0
53415,66
53416,31
53417,36
53418,10
53419,6
53420,4
53421,4
53422,41
53423,40
53424,16
53425,4
53426,42
53427,47
53428,44
53429,17
53430,19
53431,79
53432,51
53433,40
53434,11
53435,8
53436,61
53437,68
53438,67
53439,53
53440,23
53441,24
53442,53
53443,54
53444,43
53445,51
53446,20
53447,10
53448,79
53449,31
53450,31
53451,4
53452,0
53453,45
53454,46
53455,14
53456,13
53457,11
53458,9
53459,62
53460,60
53461,57
53462,67
53463,69
53464,57
53465,54
53466,53
53467,55
53468,58
53469,30
53470,40
53471,43
53472,12
53473,8
53474,70
53475,78
53476,52
53477,51
53478,54
53479,46
53480,77
53481,41
53482,16
53483,43
53484,13
53485,46
53486,60
53487,59
53488,64
53489,58
53490,64
53491,62
53492,59
53493,24
53494,24
53495,79
53496,78
53497,47
53498,22
53499,2
53500,33
53501,20
53502,66
53503,19
53504,20
53505,35
53506,30
53507,12
53508,3
53509,2
53510,55
53511,54
53512,79
53513,78
53514,76
53515,56
53516,34
53517,55
53518,36
53519,15
53520,7
53521,36
53522,78
53523,49
53524,16
53525,64
53526,51
53527,23
53528,40
53529,35
53530,2
53531,66
53532,70
53533,73
53534,88
53535,75
53536,78
53537,76
53538,58
53539,35
53540,14
53541,13
53542,63
53543,62
53544,51
53545,50
53546,19
53547,48
53548,41
53549,24
53550,88
53551,93
53552,55
53553,77
53554,76
53555,45
53556,33
53557,8
53558,56
53559,51
53560,19
53561,17
53562,15
53563,58
53564,78
53565,64
53566,66
53567,32
53568,51
53569,9
53570,7
53571,25
53572,19
53573,43
53574,43
53575,6
53576,2
53577,17
53578,62
53579,51
53580,19
53581,10
53582,18
53583,61
53584,40
53585,3
53586,69
53587,63
53588,50
53589,52
53590,74
53591,75
53592,18
53593,46
53594,71
53595,68
53596,45
53597,7
53598,71
53599,37
53600,35
53601,17
53602,15
53603,12
53604,0
53605,51
53606,62
53607,23
53608,18
53609,69
53610,64
53611,85
53612,50
53613,47
53614,60
53615,65
53616,32
53617,38
53618,5
53619,76
53620,70
53621,79
53622,61
53623,29
53624,69
53625,33
53626,58
53627,22
53628,23
53629,2
53630,61
53631,60
53632,29
53633,23
53634,7
53635,29
53636,72
53637,65
53638,36
53639,34
53640,60
53641,62
53642,45
53643,49
53644,28
53645,51
53646,50
53647,23
53648,17
53649,15
53650,74
53651,32
53652,36
53653,9
53654,7
53655,4
53656,2
53657,36
53658,37
53659,18
53660,17
53661,29
53662,7
53663,6
53664,61
53665,28
53666,58
53667,24
53668,28
53669,27
53670,21
53671,1
53672,21
53673,87
53674,27
53675,31
53676,40
53677,40
53678,1
53679,1
53680,69
53681,35
53682,26
53683,88
53684,87
53685,27
53686,30
53687,24
53688,63
53689,38
53690,43
53691,20
53692,72
53693,83
53694,66
53695,62
53696,72
53697,51
53698,33
53699,29
53700,3
53701,1
53702,55
53703,55
53704,38
53705,20
53706,15
53707,6
53708,6
53709,45
53710,14
53711,12
53712,72
53713,53
53714,46
53715,18
53716,14
53717,39
53718,38
53719,11
53720,7
53721,68
53722,57
53723,23
53724,2
53725,44
53726,47
53727,18
53728,14
53729,54
53730,56
53731,71
53732,73
53733,58
53734,60
53735,30
53736,28
53737,1
53738,73
53739,61
53740,52
53741,6
53742,53
53743,51
53744,80
53745,72
53746,65
53747,72
53748,20
53749,56
53750,71
53751,44
53752,53
53753,50
53754,26
53755,25
53756,2
53757,59
53758,20
53759,23
53760,47
53761,53
53762,73
53763,62
53764,62
53765,54
53766,44
53767,35
53768,6
53769,11
53770,19
53771,88
53772,89
53773,60
53774,59
53775,35
53776,8
53777,6
53778,5
53779,1
53780,32
53781,17
53782,53
53783,54
53784,50
53785,52
53786,77
53787,67
53788,53
53789,37
53790,33
53791,15
53792,8
53793,5
53794,56
53795,61
53796,35
53797,32
53798,65
53799,71
53800,86
53801,66
53802,40
53803,40
53804,68
53805,72
53806,72
53807,74
53808,71
53809,73
53810,63
53811,64
53812,21
53813,73
53814,63
53815,68
53816,57
53817,60
53818,25
53819,21
53820,69
53821,72
53822,74
53823,53
53824,52
53825,50
53826,52
53827,48
53828,57
53829,50
53830,11
53831,51
53832,19
53833,18
53834,24
53835,0
53836,19
53837,24
53838,74
53839,77
53840,41
53841,37
53842,17
53843,14
53844,16
53845,19
53846,57
53847,26
53848,2
53849,28
53850,28
53851,52
53852,54
53853,25
53854,28
53855,73
53856,69
53857,66
53858,51
53859,40
53860,16
53861,10
53862,8
53863,45
53864,49
53865,9
53866,46
53867,45
53868,20
53869,18
53870,16
53871,0
53872,77
53873,73
53874,38
53875,17
53876,63
53877,74
53878,70
53879,69
53880,82
53881,37
53882,62
53883,53
53884,89
53885,48
53886,49
53887,48
53888,31
53889,9
53890,1
53891,59
53892,25
53893,26
53894,7
53895,5
53896,3
53897,76
53898,76
53899,52
53900,29
53901,20
53902,55
53903,51
53904,31
53905,56
53906,60
53907,81
53908,48
53909,55
53910,38
53911,44
53912,8
53913,5
53914,53
53915,60
53916,57
53917,57
53918,29
53919,4
53920,1
53921,1
53922,28
53923,33
53924,12
53925,9
53926,6
53927,55
53928,67
53929,67
53930,63
53931,58
53932,77
53933,76
53934,41
53935,93
53936,18
53937,83
53938,80
53939,40
53940,40
53941,3
53942,62
53943,62
53944,32
53945,33
53946,8
53947,6
53948,4
53949,72
53950,62
53951,44
53952,48
53953,59
53954,59
53955,68
53956,27
53957,33
53958,0
53959,2
53960,34
53961,13
53962,7
53963,42
53964,43
53965,30
53966,67
53967,72
53968,75
53969,44
53970,42
53971,11
53972,8
53973,73
53974,73
53975,61
53976,50
53977,59
53978,61
53979,26
53980,19
53981,35
53982,35
53983,59
53984,68
53985,54
53986,35
53987,35
53988,7
53989,4
53990,39
53991,39
53992,17
53993,14
53994,7
53995,68
53996,64
53997,25
53998,24
53999,84
54000,58
54001,57
54002,76
54003,36
54004,43
54005,48
54006,10
54007,23
54008,23
54009,22
54010,31
54011,28
54012,78
54013,54
54014,53
54015,33
54016,29
54017,5
54018,8
54019,16
54020,66
54021,41
54022,16
54023,14
54024,26
54025,76
54026,59
54027,66
54028,60
54029,45
54030,32
54031,23
54032,6
54033,4
54034,0
54035,35
54036,43
54037,67
54038,64
54039,42
54040,34
54041,7
54042,4
54043,48
54044,55
54045,58
54046,59
54047,31
54048,35
54049,17
54050,5
54051,0
54052,71
54053,67
54054,60
54055,77
54056,52
54057,32
54058,51
54059,61
54060,74
54061,62
54062,58
54063,78
54064,54
54065,82
54066,29
54067,41
54068,61
54069,64
54070,59
54071,53
54072,76
54073,78
54074,58
54075,31
54076,65
54077,46
54078,43
54079,79
54080,29
54081,31
54082,2
54083,64
54084,60
54085,62
54086,62
54087,25
54088,55
54089,54
54090,18
54091,61
54092,23
54093,33
54094,42
54095,18
54096,13
54097,11
54098,34
54099,39
54100,12
54101,10
54102,7
54103,73
54104,45
54105,70
54106,59
54107,49
54108,56
54109,25
54110,41
54111,61
54112,50
54113,24
54114,23
54115,68
54116,39
54117,39
54118,9
54119,68
54120,72
54121,84
54122,84
54123,71
54124,76
54125,82
54126,80
54127,44
54128,18
54129,75
54130,77
54131,81
54132,33
54133,34
54134,10
54135,9
54136,6
54137,3
54138,61
54139,31
54140,28
54141,39
54142,37
54143,34
54144,14
54145,12
54146,10
54147,9
54148,7
54149,5
54150,77
54151,67
54152,36
54153,35
54154,15
54155,12
54156,10
54157,6
54158,1
54159,67
54160,52
54161,17
54162,24
54163,24
54164,6
54165,55
54166,53
54167,49
54168,44
54169,16
54170,14
54171,38
54172,10
54173,5
54174,50
54175,53
54176,75
54177,73
54178,58
54179,53
54180,50
54181,60
54182,59
54183,27
54184,68
54185,46
54186,71
54187,44
54188,22
54189,13
54190,11
54191,9
54192,44
54193,77
54194,75
54195,73
54196,65
54197,39
54198,17
54199,16
54200,44
54201,53
54202,59
54203,59
54204,17
54205,36
54206,12
54207,10
54208,68
54209,76
54210,93
54211,26
54212,4
54213,2
54214,71
54215,11
54216,25
54217,26
54218,50
54219,12
54220,10
54221,59
54222,71
54223,65
54224,34
54225,67
54226,67
54227,57
54228,57
54229,73
54230,72
54231,73
54232,76
54233,66
54234,41
54235,41
54236,14
54237,13
54238,7
54239,4
54240,53
54241,44
54242,18
54243,57
54244,56
54245,34
54246,39
54247,10
54248,8
54249,4
54250,58
54251,64
54252,21
54253,51
54254,47
