,AGEP
49180,11
49181,66
49182,39
49183,10
49184,8
49185,66
49186,57
49187,26
49188,20
49189,65
49190,47
49191,53
49192,93
49193,83
49194,77
49195,83
49196,47
49197,56
49198,56
49199,87
49200,63
49201,33
49202,71
49203,47
49204,47
49205,75
49206,77
49207,58
49208,38
49209,76
49210,76
49211,51
49212,53
49213,61
49214,60
49215,18
49216,29
49217,58
49218,62
49219,80
49220,45
49221,55
49222,56
49223,59
49224,68
49225,32
49226,32
49227,13
49228,11
49229,9
49230,7
49231,4
49232,29
49233,34
49234,3
49235,1
49236,50
49237,44
49238,22
49239,21
49240,66
49241,66
49242,51
49243,52
49244,32
49245,30
49246,8
49247,7
49248,10
49249,80
49250,19
49251,65
49252,64
49253,57
49254,52
49255,18
49256,93
49257,63
49258,60
49259,24
49260,68
49261,56
49262,56
49263,57
49264,55
49265,70
49266,65
49267,34
49268,9
49269,6
49270,30
49271,80
49272,74
49273,35
49274,28
49275,30
49276,10
49277,9
49278,8
49279,4
49280,68
49281,68
49282,56
49283,55
49284,58
49285,60
49286,20
49287,28
49288,35
49289,28
49290,28
49291,28
49292,30
49293,70
49294,58
49295,27
49296,45
49297,45
49298,78
49299,38
49300,4
49301,89
49302,62
49303,52
49304,35
49305,36
49306,10
49307,7
49308,63
49309,59
49310,70
49311,44
49312,81
49313,59
49314,11
49315,61
49316,26
49317,26
49318,5
49319,65
49320,62
49321,32
49322,39
49323,38
49324,12
49325,9
49326,52
49327,51
49328,11
49329,76
49330,72
49331,28
49332,25
49333,3
49334,1
49335,66
49336,68
49337,18
49338,93
49339,35
49340,61
49341,60
49342,27
49343,30
49344,78
49345,41
49346,18
49347,25
49348,25
49349,63
49350,19
49351,25
49352,21
49353,75
49354,29
49355,29
49356,4
49357,0
49358,88
49359,66
49360,30
49361,38
49362,9
49363,6
49364,37
49365,37
49366,7
49367,5
49368,2
49369,50
49370,44
49371,74
49372,40
49373,19
49374,37
49375,37
49376,50
49377,46
49378,21
49379,38
49380,37
49381,14
49382,12
49383,10
49384,8
49385,5
49386,2
49387,57
49388,59
49389,13
49390,41
49391,56
49392,25
49393,1
49394,27
49395,34
49396,49
49397,14
49398,39
49399,40
49400,8
49401,3
49402,61
49403,65
49404,24
49405,54
49406,50
49407,29
49408,54
49409,49
49410,17
49411,14
49412,62
49413,25
49414,32
49415,28
49416,3
49417,0
49418,52
49419,44
49420,13
49421,12
49422,11
49423,9
49424,6
49425,4
49426,1
49427,32
49428,33
49429,8
49430,7
49431,4
49432,2
49433,61
49434,62
49435,41
49436,15
49437,5
49438,65
49439,57
49440,47
49441,39
49442,14
49443,12
49444,7
49445,3
49446,80
49447,79
49448,21
49449,22
49450,21
49451,56
49452,49
49453,54
49454,22
49455,19
49456,52
49457,40
49458,37
49459,54
49460,56
49461,48
49462,49
49463,66
49464,55
49465,34
49466,38
49467,0
49468,60
49469,56
49470,23
49471,86
49472,34
49473,31
49474,0
49475,93
49476,60
49477,64
49478,64
49479,59
49480,49
49481,37
49482,37
49483,13
49484,10
49485,7
49486,6
49487,6
49488,36
49489,32
49490,22
49491,75
49492,75
49493,72
49494,27
49495,48
49496,8
49497,77
49498,83
49499,57
49500,37
49501,35
49502,14
49503,11
49504,9
49505,7
49506,4
49507,2
49508,0
49509,66
49510,32
49511,11
49512,8
49513,33
49514,67
49515,64
49516,45
49517,56
49518,50
49519,32
49520,34
49521,2
49522,71
49523,29
49524,29
49525,1
49526,61
49527,60
49528,58
49529,81
49530,28
49531,54
49532,65
49533,62
49534,35
49535,31
49536,30
49537,12
49538,12
49539,6
49540,4
49541,64
49542,68
49543,47
49544,53
49545,57
49546,65
49547,34
49548,7
49549,35
49550,46
49551,48
49552,37
49553,39
49554,17
49555,14
49556,11
49557,74
49558,14
49559,45
49560,55
49561,32
49562,29
49563,29
49564,9
49565,6
49566,33
49567,33
49568,8
49569,6
49570,43
49571,39
49572,14
49573,4
49574,37
49575,14
49576,6
49577,0
49578,23
49579,30
49580,31
49581,4
49582,0
49583,10
49584,59
49585,48
49586,48
49587,21
49588,14
49589,12
49590,51
49591,52
49592,51
49593,49
49594,22
49595,35
49596,57
49597,56
49598,71
49599,63
49600,56
49601,25
49602,23
49603,18
49604,1
49605,22
49606,18
49607,35
49608,38
49609,12
49610,9
49611,7
49612,77
49613,4
49614,48
49615,19
49616,50
49617,19
49618,21
49619,23
49620,20
49621,47
49622,37
49623,51
49624,42
49625,18
49626,76
49627,77
49628,30
49629,71
49630,57
49631,61
49632,49
49633,46
49634,17
49635,15
49636,11
49637,33
49638,69
49639,40
49640,34
49641,25
49642,39
49643,40
49644,9
49645,7
49646,5
49647,3
49648,62
49649,40
49650,40
49651,13
49652,11
49653,56
49654,53
49655,24
49656,57
49657,79
49658,76
49659,64
49660,59
49661,78
49662,79
49663,60
49664,50
49665,48
49666,66
49667,66
49668,22
49669,27
49670,26
49671,49
49672,48
49673,81
49674,59
49675,28
49676,3
49677,83
49678,77
49679,21
49680,26
49681,89
49682,60
49683,58
49684,33
49685,28
49686,49
49687,44
49688,10
49689,6
49690,53
49691,87
49692,81
49693,29
49694,33
49695,4
49696,73
49697,79
49698,61
49699,25
49700,55
49701,63
49702,68
49703,51
49704,54
49705,46
49706,57
49707,27
49708,42
49709,41
49710,9
49711,6
49712,45
49713,25
49714,8
49715,8
49716,6
49717,62
49718,62
49719,42
49720,40
49721,43
49722,15
49723,12
49724,9
49725,73
49726,72
49727,50
49728,46
49729,8
49730,5
49731,5
49732,57
49733,48
49734,40
49735,13
49736,9
49737,5
49738,38
49739,38
49740,14
49741,10
49742,7
49743,75
49744,72
49745,46
49746,27
49747,11
49748,4
49749,68
49750,70
49751,51
49752,67
49753,78
49754,76
49755,71
49756,47
49757,21
49758,54
49759,31
49760,7
49761,6
49762,42
49763,64
49764,65
49765,22
49766,27
49767,26
49768,1
49769,0
49770,81
49771,75
49772,55
49773,51
49774,32
49775,28
49776,26
49777,1
49778,56
49779,87
49780,30
49781,60
49782,68
49783,67
49784,67
49785,26
49786,24
49787,52
49788,58
49789,70
49790,47
49791,82
49792,60
49793,59
49794,74
49795,71
49796,79
49797,35
49798,35
49799,38
49800,47
49801,35
49802,35
49803,13
49804,10
49805,38
49806,40
49807,9
49808,7
49809,23
49810,35
49811,43
49812,46
49813,37
49814,65
49815,88
49816,73
49817,68
49818,1
49819,60
49820,39
49821,45
49822,5
49823,5
49824,43
49825,24
49826,32
49827,35
49828,36
49829,2
49830,10
49831,8
49832,6
49833,49
49834,50
49835,51
49836,80
49837,75
49838,69
49839,62
49840,53
49841,51
49842,25
49843,21
49844,69
49845,78
49846,22
49847,1
49848,5
49849,30
49850,20
49851,22
49852,24
49853,24
49854,55
49855,50
49856,10
49857,24
49858,1
49859,27
49860,74
49861,64
49862,68
49863,56
49864,49
49865,52
49866,44
49867,38
49868,12
49869,8
49870,61
49871,62
49872,55
49873,20
49874,51
49875,16
49876,24
49877,25
49878,23
49879,50
49880,59
49881,54
49882,72
49883,25
49884,46
49885,23
49886,21
49887,61
49888,59
49889,37
49890,15
49891,13
49892,8
49893,4
49894,41
49895,50
49896,21
49897,0
49898,71
49899,69
49900,42
49901,42
49902,11
49903,9
49904,55
49905,58
49906,51
49907,27
49908,25
49909,22
49910,19
49911,15
49912,13
49913,10
49914,29
49915,34
49916,30
49917,6
49918,4
49919,1
49920,48
49921,47
49922,46
49923,47
49924,21
49925,39
49926,14
49927,12
49928,33
49929,69
49930,69
49931,41
49932,42
49933,21
49934,12
49935,9
49936,0
49937,71
49938,49
49939,44
49940,74
49941,74
49942,26
49943,17
49944,51
49945,54
49946,60
49947,57
49948,71
49949,72
49950,15
49951,45
49952,48
49953,18
49954,15
49955,11
49956,8
49957,4
49958,64
49959,65
49960,17
49961,14
49962,29
49963,22
49964,0
49965,30
49966,28
49967,10
49968,8
49969,7
49970,61
49971,84
49972,38
49973,40
49974,16
49975,13
49976,28
49977,26
49978,26
49979,24
49980,72
49981,70
49982,63
49983,60
49984,20
49985,42
49986,42
49987,22
49988,20
49989,13
49990,5
49991,43
49992,68
49993,61
49994,55
49995,49
49996,52
49997,19
49998,15
49999,62
50000,74
50001,43
50002,36
50003,16
50004,13
50005,3
50006,31
50007,9
50008,57
50009,51
50010,23
50011,17
50012,53
50013,52
50014,18
50015,44
50016,6
50017,3
50018,47
50019,61
50020,64
50021,64
50022,47
50023,51
50024,54
50025,56
50026,59
50027,32
50028,53
50029,44
50030,17
50031,57
50032,62
50033,30
50034,31
50035,6
50036,5
50037,60
50038,25
50039,26
50040,3
50041,57
50042,58
50043,55
50044,55
50045,68
50046,67
50047,36
50048,41
50049,15
50050,12
50051,10
50052,7
50053,5
50054,83
50055,59
50056,35
50057,18
50058,33
50059,33
50060,3
50061,56
50062,57
50063,85
50064,57
50065,57
50066,33
50067,15
50068,6
50069,38
50070,10
50071,5
50072,20
50073,40
50074,70
50075,58
50076,31
50077,29
50078,23
50079,50
50080,44
50081,18
50082,16
50083,13
50084,10
50085,57
50086,88
50087,37
50088,32
50089,2
50090,65
50091,35
50092,48
50093,50
50094,39
50095,34
50096,18
50097,32
50098,46
50099,7
50100,34
50101,43
50102,8
50103,58
50104,64
50105,19
50106,26
50107,87
50108,81
50109,78
50110,68
50111,79
50112,82
50113,85
50114,26
50115,48
50116,24
50117,22
50118,28
50119,26
50120,3
50121,1
50122,50
50123,38
50124,30
50125,30
50126,11
50127,7
50128,3
50129,86
50130,40
50131,32
50132,31
50133,73
50134,72
50135,52
50136,51
50137,49
50138,40
50139,41
50140,11
50141,9
50142,7
50143,24
50144,26
50145,5
50146,28
50147,27
50148,1
50149,39
50150,21
50151,50
50152,35
50153,33
50154,14
50155,11
50156,51
50157,30
50158,71
50159,29
50160,28
50161,50
50162,7
50163,28
50164,34
50165,5
50166,4
50167,2
50168,0
50169,63
50170,50
50171,93
50172,60
50173,55
50174,70
50175,59
50176,55
50177,68
50178,63
50179,55
50180,48
50181,46
50182,13
50183,8
50184,14
50185,10
50186,34
50187,35
50188,4
50189,3
50190,68
50191,52
50192,53
50193,19
50194,17
50195,14
50196,10
50197,88
50198,31
50199,56
50200,58
50201,34
50202,6
50203,2
50204,31
50205,42
50206,54
50207,8
50208,7
50209,68
50210,26
50211,9
50212,7
50213,39
50214,28
50215,28
50216,7
50217,1
50218,68
50219,17
50220,24
50221,68
50222,59
50223,66
50224,50
50225,48
50226,21
50227,19
50228,50
50229,49
50230,32
50231,33
50232,8
50233,5
50234,2
50235,53
50236,50
50237,82
50238,84
50239,41
50240,42
50241,17
50242,14
50243,12
50244,9
50245,38
50246,37
50247,17
50248,16
50249,15
50250,13
50251,9
50252,7
50253,5
50254,60
50255,23
50256,24
50257,27
50258,36
50259,38
50260,10
50261,9
50262,6
50263,0
50264,62
50265,60
50266,33
50267,19
50268,46
50269,43
50270,19
50271,17
50272,14
50273,12
50274,9
50275,65
50276,60
50277,36
50278,39
50279,13
50280,12
50281,9
50282,7
50283,33
50284,33
50285,3
50286,48
50287,42
50288,15
50289,13
50290,31
50291,30
50292,4
50293,2
50294,0
50295,16
50296,67
50297,68
50298,55
50299,55
50300,26
50301,54
50302,55
50303,43
50304,33
50305,9
50306,7
50307,55
50308,56
50309,69
50310,72
50311,85
50312,93
50313,61
50314,61
50315,93
50316,54
50317,51
50318,63
50319,63
50320,79
50321,44
50322,54
50323,38
50324,68
50325,66
50326,44
50327,84
50328,75
50329,43
50330,16
50331,47
50332,61
50333,59
50334,36
50335,25
50336,23
50337,38
50338,41
50339,13
50340,9
50341,7
50342,65
50343,66
50344,26
50345,4
50346,2
50347,67
50348,93
50349,66
50350,67
50351,57
50352,57
50353,54
50354,49
50355,55
50356,74
50357,80
50358,93
50359,72
50360,51
50361,73
50362,79
50363,27
50364,26
50365,20
50366,66
50367,70
50368,21
50369,21
50370,84
50371,41
50372,41
50373,15
50374,13
50375,10
50376,6
50377,72
50378,34
50379,37
50380,10
50381,5
50382,31
50383,24
50384,26
50385,8
50386,2
50387,43
50388,12
50389,72
50390,70
50391,69
50392,68
50393,80
50394,70
50395,21
50396,78
50397,62
50398,54
50399,51
50400,56
50401,48
50402,75
50403,83
50404,38
50405,26
50406,26
50407,75
50408,70
50409,93
50410,93
50411,35
50412,38
50413,10
50414,8
50415,3
50416,51
50417,16
50418,36
50419,36
50420,8
50421,7
50422,5
50423,4
50424,2
50425,0
50426,65
50427,61
50428,70
50429,68
50430,79
50431,60
50432,70
50433,36
50434,24
50435,12
50436,52
50437,21
50438,19
50439,1
50440,40
50441,37
50442,17
50443,12
50444,8
50445,29
50446,35
50447,10
50448,8
50449,60
50450,62
50451,21
50452,70
50453,55
50454,52
50455,50
50456,59
50457,76
50458,79
50459,79
50460,51
50461,51
50462,17
50463,14
50464,93
50465,64
50466,65
50467,63
50468,57
50469,57
50470,55
50471,53
50472,72
50473,78
50474,26
50475,27
50476,61
50477,55
50478,84
50479,88
50480,69
50481,53
50482,48
50483,50
50484,51
50485,56
50486,58
50487,24
50488,61
50489,57
50490,44
50491,62
50492,69
50493,72
50494,74
50495,49
50496,67
50497,68
50498,41
50499,41
50500,6
50501,4
50502,4
50503,15
50504,46
50505,32
50506,17
50507,72
50508,70
50509,50
50510,52
50511,61
50512,64
50513,34
50514,28
50515,3
50516,2
50517,9
50518,81
50519,79
50520,26
50521,27
50522,0
50523,83
50524,85
50525,68
50526,22
50527,51
50528,54
50529,38
50530,12
50531,9
50532,3
50533,62
50534,63
50535,25
50536,64
50537,65
50538,39
50539,32
50540,52
50541,11
50542,79
50543,43
50544,34
50545,36
50546,11
50547,7
50548,38
50549,37
50550,13
50551,11
50552,9
50553,45
50554,56
50555,61
50556,62
50557,63
50558,61
50559,58
50560,56
50561,87
50562,75
50563,70
50564,24
50565,0
50566,21
50567,65
50568,64
50569,61
50570,61
50571,60
50572,52
50573,53
50574,23
50575,22
50576,66
50577,56
50578,70
50579,77
50580,46
50581,51
50582,20
50583,5
50584,2
50585,67
50586,65
50587,63
50588,56
50589,58
50590,58
50591,24
50592,33
50593,35
50594,8
50595,85
50596,74
50597,20
50598,21
50599,64
50600,57
50601,48
50602,34
50603,5
50604,29
50605,28
50606,72
50607,72
50608,54
50609,43
50610,18
50611,16
50612,61
50613,60
50614,10
50615,8
50616,47
50617,52
50618,67
50619,60
50620,68
50621,62
50622,61
50623,59
50624,31
50625,13
50626,12
50627,8
50628,7
50629,79
50630,77
50631,65
50632,27
50633,47
50634,41
50635,45
50636,17
50637,13
50638,4
50639,62
50640,60
50641,62
50642,56
50643,93
50644,72
50645,72
50646,46
50647,58
50648,52
50649,68
50650,70
50651,74
50652,48
50653,63
50654,66
50655,64
50656,69
50657,49
50658,59
50659,22
50660,76
50661,73
50662,64
50663,60
50664,29
50665,30
50666,7
50667,3
50668,84
50669,42
50670,41
50671,13
50672,10
50673,9
50674,6
50675,69
50676,36
50677,12
50678,17
50679,41
50680,19
50681,18
50682,22
50683,35
50684,6
50685,60
50686,62
50687,14
50688,30
50689,57
50690,59
50691,35
50692,24
50693,56
50694,57
50695,58
50696,60
50697,71
50698,67
50699,45
50700,45
50701,15
50702,11
50703,58
50704,58
50705,63
50706,60
50707,57
50708,5
50709,61
50710,61
50711,23
50712,50
50713,60
50714,60
50715,50
50716,47
50717,77
50718,34
50719,33
50720,8
50721,6
50722,44
50723,44
50724,16
50725,14
50726,11
50727,8
50728,44
50729,19
50730,33
50731,34
50732,10
50733,8
50734,5
50735,2
50736,93
50737,47
50738,44
50739,18
50740,16
50741,14
50742,12
50743,30
50744,32
50745,8
50746,6
50747,47
50748,52
50749,8
50750,7
50751,32
50752,30
50753,4
50754,2
50755,0
50756,22
50757,23
50758,68
50759,20
50760,24
50761,20
50762,51
50763,22
50764,21
50765,43
50766,39
50767,13
50768,11
50769,7
50770,0
50771,53
50772,59
50773,67
50774,63
50775,43
50776,52
50777,54
50778,65
50779,61
50780,61
50781,77
50782,80
50783,82
50784,76
50785,70
50786,64
50787,65
50788,70
50789,62
50790,68
50791,58
50792,45
50793,47
50794,72
50795,72
50796,44
50797,45
50798,44
50799,18
50800,15
50801,5
50802,0
50803,42
50804,24
50805,5
50806,87
50807,44
50808,45
50809,10
50810,7
50811,32
50812,20
50813,79
50814,74
50815,69
50816,60
50817,44
50818,70
50819,68
50820,73
50821,69
50822,53
50823,61
50824,30
50825,44
50826,37
50827,38
50828,10
50829,7
50830,6
50831,48
50832,38
50833,25
50834,9
50835,7
50836,12
50837,7
50838,2
50839,1
50840,29
50841,73
50842,79
50843,53
50844,58
50845,54
50846,80
50847,24
50848,55
50849,55
50850,54
50851,50
50852,19
50853,16
50854,33
50855,40
50856,7
50857,3
50858,74
50859,31
50860,31
50861,10
50862,8
50863,5
50864,12
50865,25
50866,23
50867,25
50868,61
50869,59
50870,60
50871,70
50872,68
50873,19
50874,93
50875,67
50876,31
50877,6
50878,30
50879,83
50880,85
50881,61
50882,58
50883,61
50884,39
50885,47
50886,40
50887,52
50888,48
50889,45
50890,45
50891,18
50892,15
50893,22
50894,21
50895,23
50896,38
50897,65
50898,69
50899,25
50900,5
50901,1
50902,41
50903,17
50904,7
50905,36
50906,34
50907,15
50908,10
50909,8
50910,40
50911,34
50912,33
50913,5
50914,1
50915,26
50916,7
50917,3
50918,69
50919,71
50920,32
50921,34
50922,9
50923,7
50924,4
50925,1
50926,45
50927,52
50928,60
50929,59
50930,60
50931,36
50932,61
50933,56
50934,35
50935,34
50936,15
50937,13
50938,4
50939,71
50940,69
50941,44
50942,42
50943,16
50944,14
50945,51
50946,22
50947,26
50948,28
50949,6
50950,49
50951,42
50952,15
50953,54
50954,47
50955,18
50956,27
50957,0
50958,25
50959,20
50960,34
50961,32
50962,32
50963,13
50964,12
50965,10
50966,56
50967,18
50968,32
50969,4
50970,26
50971,23
50972,23
50973,26
50974,1
50975,22
50976,26
50977,7
50978,49
50979,47
50980,25
50981,36
50982,29
50983,27
50984,45
50985,12
50986,10
50987,6
50988,66
50989,54
50990,38
50991,40
50992,17
50993,16
50994,9
50995,74
50996,39
50997,45
50998,18
50999,25
51000,93
51001,46
51002,58
51003,42
51004,44
51005,19
51006,16
51007,48
51008,44
51009,15
51010,49
51011,47
51012,23
51013,51
51014,54
51015,17
51016,13
51017,13
51018,28
51019,24
51020,29
51021,31
51022,7
51023,5
51024,3
51025,1
51026,18
51027,50
51028,49
51029,6
51030,24
51031,19
51032,17
51033,79
51034,83
51035,93
51036,54
51037,55
51038,43
51039,46
51040,49
51041,43
51042,18
51043,16
51044,68
51045,25
51046,25
51047,40
51048,16
51049,7
51050,79
51051,75
51052,72
51053,72
51054,54
51055,54
51056,54
51057,53
51058,63
51059,63
51060,70
51061,40
51062,41
51063,16
51064,14
51065,10
51066,6
51067,3
51068,19
51069,50
51070,19
51071,17
51072,49
51073,66
51074,63
51075,32
51076,36
51077,8
51078,7
51079,2
51080,0
51081,37
51082,33
51083,6
51084,4
51085,1
51086,54
51087,48
51088,16
51089,14
51090,34
51091,3
51092,25
51093,23
51094,23
51095,6
51096,4
51097,1
51098,89
51099,24
51100,25
51101,73
51102,72
51103,16
51104,61
51105,62
51106,63
51107,62
51108,35
51109,39
51110,17
51111,16
51112,15
51113,55
51114,60
51115,72
51116,71
51117,70
51118,44
51119,45
51120,5
51121,54
51122,56
51123,29
51124,77
51125,73
51126,61
51127,58
51128,58
51129,55
51130,69
51131,19
51132,71
51133,59
51134,87
51135,39
51136,78
51137,83
51138,48
51139,21
51140,32
51141,34
51142,8
51143,5
51144,2
51145,0
51146,43
51147,67
51148,55
51149,36
51150,11
51151,8
51152,53
51153,55
51154,52
51155,81
51156,76
51157,21
51158,55
51159,56
51160,68
51161,60
51162,22
51163,18
51164,16
51165,69
51166,57
51167,40
51168,36
51169,12
51170,48
51171,51
51172,16
51173,16
51174,68
51175,32
51176,63
51177,63
51178,59
51179,25
51180,33
51181,81
51182,49
51183,51
51184,11
51185,85
51186,57
51187,52
51188,17
51189,17
51190,87
51191,74
51192,55
51193,57
51194,19
51195,67
51196,68
51197,19
51198,43
51199,46
51200,59
51201,63
51202,48
51203,45
51204,14
51205,12
51206,22
51207,21
51208,54
51209,59
51210,68
51211,68
51212,55
51213,76
51214,74
51215,30
51216,28
51217,7
51218,5
51219,67
51220,73
51221,55
51222,93
51223,49
51224,22
51225,47
51226,56
51227,51
51228,16
51229,66
51230,57
51231,35
51232,31
51233,7
51234,3
51235,82
51236,57
51237,76
51238,69
51239,72
51240,41
51241,10
51242,77
51243,68
51244,85
51245,39
51246,41
51247,35
51248,32
51249,41
51250,6
51251,16
51252,62
51253,62
51254,58
51255,25
51256,28
51257,0
51258,57
51259,25
51260,24
51261,57
51262,58
51263,30
51264,27
51265,25
51266,27
51267,24
51268,85
51269,83
51270,9
51271,45
51272,45
51273,16
51274,12
51275,27
51276,27
51277,7
51278,4
51279,2
51280,5
51281,62
51282,47
51283,45
51284,54
51285,43
51286,14
51287,28
51288,25
51289,3
51290,2
51291,0
51292,59
51293,37
51294,45
51295,69
51296,63
51297,50
51298,48
51299,55
51300,40
51301,18
51302,11
51303,8
51304,24
51305,22
51306,4
51307,2
51308,38
51309,36
51310,11
51311,10
51312,8
51313,6
51314,3
51315,78
51316,49
51317,28
51318,24
51319,22
51320,21
51321,65
51322,69
51323,60
51324,39
51325,35
51326,14
51327,12
51328,9
51329,41
51330,48
51331,16
51332,11
51333,9
51334,23
51335,22
51336,67
51337,50
51338,62
51339,60
51340,72
51341,70
51342,42
51343,48
51344,77
51345,82
51346,85
51347,66
51348,62
51349,50
51350,56
51351,22
51352,44
51353,42
51354,71
51355,69
51356,68
51357,65
51358,46
51359,36
51360,63
51361,58
51362,31
51363,28
51364,4
51365,1
51366,30
51367,27
51368,5
51369,3
51370,20
51371,62
51372,44
51373,30
51374,2
51375,93
51376,56
51377,41
51378,22
51379,18
51380,13
51381,3
51382,33
51383,29
51384,67
51385,65
51386,53
51387,55
51388,57
51389,29
51390,29
51391,38
51392,32
51393,75
51394,65
51395,32
51396,42
51397,8
51398,5
51399,62
51400,60
51401,69
51402,27
51403,35
51404,34
51405,7
51406,6
51407,66
51408,68
51409,65
51410,58
51411,60
51412,49
51413,59
51414,61
51415,66
51416,65
51417,45
51418,73
51419,31
51420,31
51421,75
51422,44
51423,17
51424,55
51425,39
51426,41
51427,38
51428,8
51429,6
51430,3
51431,30
51432,23
51433,24
51434,64
51435,67
51436,35
51437,45
51438,11
51439,75
51440,64
51441,26
51442,25
51443,57
51444,62
51445,24
51446,21
51447,19
51448,22
51449,19
51450,59
51451,52
51452,32
51453,12
51454,31
51455,57
51456,55
51457,25
51458,1
51459,25
51460,38
51461,39
51462,13
51463,10
51464,73
51465,71
51466,37
51467,62
51468,25
51469,46
51470,51
51471,22
51472,10
51473,40
51474,31
51475,18
51476,65
51477,54
51478,48
51479,21
51480,13
51481,32
51482,35
51483,5
51484,2
51485,61
51486,23
51487,35
51488,34
51489,6
51490,4
51491,1
51492,80
51493,67
51494,64
51495,77
51496,52
51497,35
51498,26
51499,23
51500,66
51501,66
51502,35
51503,15
51504,46
51505,44
51506,15
51507,50
51508,65
51509,33
51510,48
51511,64
51512,65
51513,55
51514,57
51515,79
51516,69
51517,42
51518,68
51519,58
51520,47
51521,55
51522,53
51523,50
51524,45
51525,55
51526,16
51527,13
51528,72
51529,69
51530,82
51531,74
51532,34
51533,29
51534,7
51535,4
51536,89
51537,86
51538,33
51539,32
51540,4
51541,53
51542,51
51543,33
51544,49
51545,13
51546,33
51547,33
51548,7
51549,4
51550,2
51551,71
51552,54
51553,52
51554,29
51555,27
51556,56
51557,62
51558,79
51559,62
51560,32
51561,32
51562,5
51563,3
51564,39
51565,64
51566,19
51567,67
51568,26
51569,57
51570,32
51571,27
51572,33
51573,35
51574,52
51575,51
51576,17
51577,61
51578,78
51579,76
51580,93
51581,64
51582,63
51583,60
51584,84
51585,82
51586,55
51587,63
51588,60
51589,60
51590,57
51591,63
51592,64
51593,82
51594,78
51595,28
51596,27
51597,54
51598,57
51599,78
51600,68
51601,60
51602,72
51603,66
51604,27
51605,29
51606,43
51607,45
51608,13
51609,28
51610,74
51611,60
51612,58
51613,66
51614,34
51615,33
51616,38
51617,9
51618,6
51619,1
51620,36
51621,42
51622,18
51623,33
51624,26
51625,69
51626,71
51627,72
51628,24
51629,28
51630,31
51631,53
51632,38
51633,12
51634,7
51635,69
51636,69
51637,42
51638,64
51639,64
51640,49
51641,46
51642,12
51643,33
51644,67
51645,65
51646,39
51647,74
51648,27
51649,42
51650,14
51651,12
51652,65
51653,36
51654,16
51655,14
51656,0
51657,36
51658,30
51659,3
51660,0
51661,51
51662,56
51663,25
51664,2
51665,1
51666,12
51667,52
51668,41
51669,18
51670,18
51671,11
51672,43
51673,45
51674,11
51675,9
51676,7
51677,71
51678,71
51679,53
51680,64
51681,61
51682,32
51683,39
51684,11
51685,5
51686,61
51687,27
51688,31
51689,22
51690,37
51691,35
51692,11
51693,8
51694,6
51695,3
51696,60
51697,20
51698,35
51699,33
51700,13
51701,12
51702,7
51703,5
51704,0
51705,88
51706,87
51707,72
51708,24
51709,4
51710,37
51711,25
51712,38
51713,20
51714,35
51715,64
51716,61
51717,22
51718,24
51719,73
51720,73
51721,56
51722,76
51723,61
51724,64
51725,52
51726,51
51727,77
51728,76
51729,71
51730,68
51731,69
51732,61
51733,64
51734,52
51735,51
51736,55
51737,77
51738,58
51739,55
51740,48
51741,43
51742,51
51743,72
51744,71
51745,35
51746,11
51747,5
51748,73
51749,74
51750,52
51751,51
51752,67
51753,68
51754,33
51755,34
51756,85
51757,58
51758,56
51759,29
51760,27
51761,26
51762,26
51763,3
51764,71
51765,78
51766,26
51767,25
51768,1
51769,93
51770,50
51771,57
51772,37
51773,37
51774,2
51775,78
51776,75
51777,31
51778,36
51779,8
51780,6
51781,4
51782,2
51783,0
51784,67
51785,64
51786,41
51787,32
51788,32
51789,9
51790,7
51791,3
51792,48
51793,46
51794,54
51795,56
51796,38
51797,37
51798,13
51799,11
51800,3
51801,23
51802,21
51803,53
51804,17
51805,58
51806,42
51807,9
51808,7
51809,28
51810,29
51811,61
51812,55
51813,51
51814,61
51815,64
51816,53
51817,22
51818,19
51819,16
51820,22
51821,22
51822,1
51823,25
51824,41
51825,41
51826,19
51827,18
51828,69
51829,66
51830,30
51831,2
51832,58
51833,17
51834,59
51835,68
51836,71
51837,57
51838,63
51839,67
51840,58
51841,63
51842,63
51843,70
51844,68
51845,31
51846,72
51847,30
51848,37
51849,39
51850,6
51851,4
51852,0
51853,68
51854,75
51855,69
51856,69
51857,28
51858,39
51859,14
51860,7
51861,29
51862,29
51863,27
51864,2
51865,85
51866,93
51867,83
51868,81
51869,77
51870,72
51871,72
51872,68
51873,65
51874,93
51875,56
51876,54
51877,45
51878,52
51879,16
51880,13
51881,63
51882,45
51883,47
51884,46
51885,42
51886,45
51887,17
51888,14
51889,77
51890,78
51891,22
51892,46
51893,39
51894,36
51895,16
51896,1
51897,21
51898,54
51899,51
51900,17
51901,16
51902,62
51903,63
51904,50
51905,23
51906,93
51907,53
51908,51
51909,57
51910,54
51911,24
51912,55
51913,49
51914,83
51915,74
51916,53
51917,63
51918,28
51919,71
51920,61
51921,52
51922,70
51923,70
51924,68
51925,60
51926,42
51927,14
51928,11
51929,28
51930,68
51931,67
51932,57
51933,62
51934,54
51935,51
51936,18
51937,66
51938,45
51939,3
51940,1
51941,62
51942,66
51943,40
51944,31
51945,7
51946,6
51947,0
51948,38
51949,16
51950,38
51951,19
51952,17
51953,15
51954,10
51955,19
51956,39
51957,36
51958,9
51959,2
51960,3
51961,71
51962,37
51963,18
51964,88
51965,25
51966,33
51967,57
51968,57
51969,57
51970,66
51971,28
51972,31
51973,0
51974,55
51975,45
51976,22
51977,33
